month,week,sat,sun,sat_alt,sun_alt,weekdays,saturdays,sundays,dum_911_base,supersandy,summer_of_hell,end_close,mon,dummy_1,dummy_2,dummy_3,dummy_4,dummy_5,dummy_6,dummy_7,dummy_8,dummy_9,dummy_10,dummy_11,dummy_12,pop_hudson,real_fare,sun_x_avg,sat_x_avg,week_x_avg,man_hud,avg_wkdayholminor_tstile,avg_satholmajor_tstile,avg_sun_tstile,man_hud_opt,man_hud_pess,population_hud_opt,population_hud_pess,real_fare_q1,num_wkdayholminor,num_satholmajor,num_sun,total_days,,,
7/1/03,159151,78959,59233,78959,59233,22,5,4,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,615.401946,2.045333839,0,0,0,2322.608238,159115.5455,78291.4,59233,2322.598882,2322.608238,615.4019745,615.4019745,2.129268651,22,5,4,31,,,
8/1/03,144250,73561,60693,73561,60693,21,5,5,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,615.4224011,2.030951783,0,0,0,2325.142894,144234.4286,73522.4,60693,2325.134186,2325.142894,615.4224378,615.4224378,2.121879091,21,5,5,31,,,
9/1/03,159573,80677,63307,80677,63307,21,5,4,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,615.4163334,2.025864228,0,0,0,2326.587501,159563.1905,76001,63114.75,2326.57875,2326.587501,615.4163735,615.4163735,2.115735085,21,5,4,30,,,
10/1/03,160130,81679,60482,81679,60482,23,4,4,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,615.3905631,2.0218125,0,0,0,2325.6907,159225.3043,81679,60430,2325.681223,2325.6907,615.3906044,615.3906044,2.110472542,23,4,4,31,,,
11/1/03,163070,86242,62725,86242,62725,18,7,5,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,615.3524807,2.027896189,0,0,0,2321.919992,161795.4444,88218.71429,62725,2321.909177,2321.919992,615.3525226,615.3525226,2.105615631,18,7,5,30,,,
12/1/03,176505,87730,62313,87730,62313,22,5,4,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,615.311758,2.028913698,0,0,0,2317.618306,172311.0909,86788.2,62275.75,2317.605881,2317.618306,615.3117987,615.3117987,2.100214238,22,5,4,31,,,
1/1/04,177570,74050,49634,74050,49634,20,7,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,615.2786374,2.022823912,0,0,0,2315.847427,177525.4,75804,49634,2315.833528,2315.847427,615.2786724,615.2786724,2.09321823,20,7,4,31,,,
2/1/04,191291,88649,60970,88649,60970,19,5,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,615.2597067,2.010753357,0,0,0,2318.648713,191287.4211,87300,60970,2318.633813,2318.648713,615.2597305,615.2597305,2.08417917,19,5,5,29,,,
3/1/04,189097,91208,64254,91208,64254,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,615.2469355,1.988016224,0,0,0,2323.981811,189024.1304,91208,64254,2323.966445,2323.981811,615.2469468,615.2469468,2.074927148,23,4,4,31,,,
4/1/04,190263,96222,64910,96222,64910,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,615.2286394,1.982169118,0,0,0,2328.785939,190263,96222,64828.75,2328.770636,2328.785939,615.2286419,615.2286419,2.067792029,22,4,4,30,,,
5/1/04,194556,91377,67675,91377,67675,20,6,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,615.1973525,1.978290117,0,0,0,2330.754938,194556,85723,67675,2330.740161,2330.754938,615.1973535,615.1973535,2.064201141,20,6,5,31,,,
6/1/04,199902,90659,74653,90659,74653,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,615.162485,1.962924757,0,0,0,2330.601143,199902,90659,74653,2330.587057,2330.601143,615.1624884,615.1624884,2.062204785,22,4,4,30,,,
7/1/04,195926,88593,68117,88593,68117,21,6,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,615.1376661,1.96770073,0,0,0,2329.791515,195774.0476,84863.66667,68117,2329.777922,2329.791515,615.1376705,615.1376705,2.059042439,21,6,4,31,,,
8/1/04,192886,86926,69522,86926,69522,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,615.1322481,1.965787555,0,0,0,2329.570826,192886,86926,69522,2329.557338,2329.570826,615.1322484,615.1322484,2.052651342,22,4,5,31,,,
9/1/04,200209,86290,71098,86290,71098,21,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,615.1384757,1.963878096,0,0,0,2330.295108,200209,84600.4,71098,2330.281809,2330.295108,615.1384696,615.1384696,2.043651797,21,5,4,30,,,
10/1/04,200575,90672,69064,90672,69064,21,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,615.1443167,1.950615051,0,0,0,2332.098208,198391.8571,90672,69064,2332.085817,2332.098208,615.144306,615.144306,2.033313601,21,5,5,31,,,
11/1/04,196542,89946,64852,89946,64852,20,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,615.1408261,1.951556467,0,0,0,2335.024696,195030.15,91410.66667,64852,2335.01422,2335.024696,615.1408157,615.1408157,2.022932054,20,6,4,30,,,
12/1/04,193804,105516,71552,105516,71552,21,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,615.1314077,1.955331238,0,0,0,2338.762045,199264,92326.33333,71552,2338.753373,2338.762045,615.1314001,615.1314001,2.014009971,21,6,4,31,,,
1/1/05,186923.55,70081.6,52942.67,70081.6,52942.67,20,6,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,615.1225524,1.94311629,180.3333333,569.4,3299.45,2342.908451,191490.35,74210.5,53086.6,2342.900002,2342.908451,615.1225468,615.1225468,2.008065168,20,6,5,31,,,
2/1/05,196499,86386,65767,86386,65767,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,615.1204513,1.935674964,0,0,0,2347.138299,196499,83408.8,65767,2347.12764,2347.138299,615.1204446,615.1204446,2.005850789,19,5,4,28,,,
3/1/05,193516,89088,57685,89088,57685,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,615.1300964,1.903778249,0,0,0,2351.430721,193516,89088,57685,2351.417039,2351.430721,615.1300881,615.1300881,2.005157942,23,4,4,31,,,
4/1/05,209008,86284,64892,86284,64892,21,5,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,615.1561801,1.902882353,0,0,0,2355.841033,208759.4762,86284,64892,2355.825754,2355.841033,615.1561731,615.1561731,2.003056727,21,5,4,30,,,
5/1/05,206201,92896,70702,92896,70702,21,5,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,615.1970851,1.912783822,0,0,0,2360.369617,206201,88679.2,70702,2360.355614,2360.369617,615.1970848,615.1970848,1.997381809,21,5,5,31,,,
6/1/05,211199,94721,76908,94721,76908,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,615.2259566,1.919138586,0,0,0,2364.79711,211153.3182,94610.25,76908,2364.785533,2364.79711,615.225965,615.225965,1.988951695,22,4,4,30,,,
7/1/05,207674,93597,73815.33,93597,73815.33,20,6,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,615.2096303,1.902882353,21.66666667,17,0,2368.849213,207674,92257.33333,73437.8,2368.838698,2368.849213,615.2096448,615.2096448,1.979307002,20,6,5,31,,,
8/1/05,202984.83,87177.5,65888.5,87177.5,65888.5,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,615.1270378,1.88866184,38.5,12.5,2.173913043,2372.378547,202986.8261,87189.5,65926.5,2372.366048,2372.378547,615.1270525,615.1270525,1.96983254,23,4,4,31,,,
9/1/05,211180.81,95081.25,74779,95081.25,74779,21,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,615.0054942,1.873783596,0,172.75,189.1904762,2375.745418,211369.8095,90114.6,74779,2375.729539,2375.745418,615.0055055,615.0055055,1.961432906,21,5,4,30,,,
10/1/05,212579,90173,70018,90173,70018,21,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,614.8844103,1.866862881,0,0,0,2379.437054,210197.619,90173,70018,2379.418876,2379.437054,614.8844185,614.8844185,1.954877322,21,5,5,31,,,
11/1/05,214737.21,93767.75,70049.57,93767.75,70049.57,20,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,614.7936988,1.87813516,780.4285714,35.25,188.7894737,2383.794952,213309.3,92866.83333,70244.25,2383.777352,2383.794952,614.7937069,614.7937069,1.950451324,20,6,4,30,,,
12/1/05,215752.57,92583.6,62640,92583.6,62640,21,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,614.7252794,1.887780112,0,234.4,260.4285714,2388.577699,216012.5714,89367,62640,2388.56259,2388.577699,614.7252891,614.7252891,1.946571422,21,6,4,31,,,
1/1/06,212332.3,82453,60693,82453,60693,20,6,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,614.6615733,1.872915702,0,0,206.7,2393.398149,212746,83670.33333,60693,2393.385797,2393.398149,614.6615844,614.6615844,1.941218096,20,6,5,31,,,
2/1/06,219429,89256,56117,89256,56117,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,614.5878898,1.868588262,0,0,0,2397.938404,219429,89881.8,56117,2397.927767,2397.938404,614.5879004,614.5879004,1.933051887,19,5,4,28,,,
3/1/06,221870.57,103526.75,67545,103526.75,67545,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,614.5010893,1.853173694,0,412.25,105.4347826,2402.157539,221795.8261,103938.75,67545,2402.147637,2402.157539,614.5010986,614.5010986,1.923293699,23,4,4,31,,,
4/1/06,220328,96945.6,73620,96945.6,73620,20,5,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,614.4009202,1.836341962,0,455.4,0,2406.083874,220328,97400.6,73620,2406.074132,2406.083874,614.4009287,614.4009287,1.913748858,20,5,5,30,,,
5/1/06,225889.09,105549.75,80740,105549.75,80740,22,5,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,614.2908884,1.824740523,0,43.25,1163.909091,2409.708767,227054.0909,100293.4,80740,2409.698874,2409.708767,614.2908978,614.2908978,1.905973589,22,5,4,31,,,
6/1/06,230249.82,94873,82910,94873,82910,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,614.1895303,1.816543127,0,404,648.1818182,2412.875729,231531.2727,95307,81910,2412.865075,2412.875729,614.1895411,614.1895411,1.900758443,22,4,4,30,,,
7/1/06,224742.35,98518,76873.33,98518,76873.33,20,6,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,614.1191397,1.812471986,3.666666667,0,380.65,2415.391311,225172.25,96554.16667,76882,2415.378846,2415.391311,614.1191512,614.1191512,1.898712887,20,6,5,31,,,
8/1/06,224598.96,100488,75649,100488,75649,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,614.0949486,1.804384203,0,13,321.0434783,2417.323869,224921.6522,100514,75649,2417.308442,2417.323869,614.0949587,614.0949587,1.899892325,23,4,4,31,,,
9/1/06,233081.05,99389,84260,99389,84260,20,6,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,614.1039411,1.81409825,0,0,88.95,2419.788992,233170.05,98325.16667,84260,2419.770694,2419.788992,614.1039476,614.1039476,1.902072036,20,6,4,30,,,
10/1/06,236989.19,100677,78676,100677,78676,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,614.1260395,1.823917456,0,0,862.8095238,2424.164076,235527.6818,100677,78676,2424.144576,2424.164076,614.1260402,614.1260402,1.902441975,22,4,5,31,,,
11/1/06,238040,110225.5,78840,110225.5,78840,20,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,614.1452628,1.830522861,625,4.5,0,2431.243459,237786.4,108317.1667,78996.25,2431.22559,2431.243459,614.1452558,614.1452558,1.898944912,20,6,4,30,,,
12/1/06,227394.75,114936,89930,114936,89930,20,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,614.162017,1.827214189,0,0,114.25,2439.48925,227508.75,103541.3333,89930,2439.47535,2439.48925,614.1620016,614.1620016,1.892561803,20,6,5,31,,,
1/1/07,229700,95844,68643,95844,68643,21,6,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,614.1808052,1.823366416,0,0,0,2446.780498,229699,94339.33333,68644,2446.771998,2446.780498,614.1807816,614.1807816,1.885019337,21,6,4,31,,,
2/1/07,229594,94335,67784,94335,67784,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,614.2014575,1.812748245,0,0,0,2451.568265,229594,93647.4,67784,2451.565527,2451.568265,614.2014276,614.2014276,1.877808675,19,5,4,28,,,
3/1/07,235968,109369.8,73284,109369.8,73284,22,5,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,614.2051138,1.800760184,0,5.2,0,2454.591657,235968,109374.8,73284,2454.593333,2454.591657,614.2050817,614.2050817,1.871609596,22,5,4,31,,,
4/1/07,235003.43,111836,71894,111836,71894,21,4,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,614.1682413,1.790958012,0,0,39.57142857,2457.161789,235043.4286,111836,71894,2457.164665,2457.161789,614.1682134,614.1682134,1.866895065,21,4,5,30,,,
5/1/07,244658.32,110349,84684,110349,84684,22,5,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,614.0903095,1.780187633,0,0,192.6818182,2460.322881,244851.3182,103857.2,84684,2460.322565,2460.322881,614.0902936,614.0902936,1.863804426,22,5,4,31,,,
6/1/07,249599.67,111629,89376,111629,89376,21,5,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,614.062798,1.771515128,0,26,3.333333333,2464.05156,249602.6667,111655,89376,2464.045253,2464.05156,614.062798,614.062798,1.861167878,21,5,4,30,,,
7/1/07,244971.71,110895,81560,110895,81560,21,5,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,614.2001888,1.768648197,0,0,376.2857143,2468.057558,245347.7143,107282.4,81560,2468.044743,2468.057558,614.2002036,614.2002036,1.857504673,21,5,5,31,,,
8/1/07,241622.17,110079,84844,110079,84844,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,614.5780843,1.770987535,0,0,7.826086957,2472.109356,241628.1739,110079,84844,2472.091416,2472.109356,614.5781085,614.5781085,1.85178019,23,4,4,31,,,
9/1/07,254124,112591,89869,112591,89869,19,6,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,615.1165689,1.771127162,0,0,0,2476.210439,254124,109146.1667,89869,2476.189118,2476.210439,615.1165945,615.1165945,1.844663309,19,6,5,30,,,
10/1/07,256053,113290,87586,113290,87586,23,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,615.6968478,1.769236323,0,0,0,2480.423045,253604.7391,113290,87586,2480.400062,2480.423045,615.6968649,615.6968649,1.837225671,23,4,4,31,,,
11/1/07,249638,107059,82364.43,107059,82364.43,20,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,616.2255774,1.761897396,3136.571429,0,0,2484.699302,247588.15,109267.3333,83149,2484.676505,2484.699302,616.225576,616.225576,1.830303719,20,6,4,30,,,
12/1/07,231881.9,117363,77576,117363,77576,20,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,616.7112203,1.762734584,0,0,169.1,2488.550902,232050.9,106844.5,77576,2488.530886,2488.550902,616.7111983,616.7111983,1.823900486,20,6,5,31,,,
1/1/08,241865.05,99235,70768,99235,70768,21,6,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,617.1876905,1.759099748,0,0,42.95238095,2491.37943,241848,97627.66667,70768,2491.365688,2491.37943,617.1876556,617.1876556,1.81781872,21,6,4,31,,,
2/1/08,246334,100670,75110,100670,75110,20,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,617.6792436,1.750335469,0,0,0,2492.776312,246334,101263.2,75110,2492.772193,2492.776312,617.6792102,617.6792102,1.811671789,20,5,4,29,,,
3/1/08,249518.62,112355,77552,112355,77552,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,618.1715009,1.734553152,0,0,229.3809524,2493.092349,249747.619,112355,77552,2493.096881,2493.092349,618.1714772,618.1714772,1.804309792,21,5,5,31,,,
4/1/08,255987,117631,80425.5,117631,80425.5,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,618.6404253,2.017587096,86.5,0,0,2492.868181,255987,117631,80511.5,2492.875032,2492.868181,618.6404104,618.6404104,2.093504248,22,4,4,30,,,
5/1/08,254911.05,113683,90551,113683,90551,21,6,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,619.077489,1.997688979,0,0,38.95238095,2492.380637,254950.0476,109592.1667,90551,2492.380182,2492.380637,619.0774751,619.0774751,2.07885234,21,6,4,31,,,
6/1/08,259420.43,118554,91660,118554,91660,21,4,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,619.5362008,1.977350365,0,0,165.5714286,2490.851283,259586.4286,118554,91660,2490.838896,2490.851283,619.5361844,619.5361844,2.065803791,21,4,5,30,,,
7/1/08,258855.14,110751,86858.4,110751,86858.4,22,5,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,620.085579,1.963417654,63.6,0,359.8636364,2487.23787,259215.1364,111847,86906.5,2487.215998,2487.23787,620.0855633,620.0855633,2.060085889,22,5,4,31,,,
8/1/08,252399.62,118364,95810,118364,95810,21,5,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,620.7718519,1.961156724,0,0,15.38095238,2480.765878,252414.619,118364,95810,2480.742119,2480.765878,620.7718447,620.7718447,2.065294364,21,5,5,31,,,
9/1/08,260381.95,109836,88276,109836,88276,21,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,621.5500886,1.964922383,0,0,1.047619048,2471.731698,260382.9524,106723.6,88276,2471.711132,2471.731698,621.5500939,621.5500939,2.076831695,21,5,4,30,,,
10/1/08,260640.91,117083,89883,117083,89883,23,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,622.3525684,1.978818429,0,0,9.090909091,2460.699446,258126.3478,117083,89883,2460.682718,2460.699446,622.3525842,622.3525842,2.087930784,23,4,4,31,,,
11/1/08,254777,109518,80642,109518,80642,18,7,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,623.1256937,2.011770889,0,0,0,2448.20059,253023.8889,111043.2857,80642,2448.185132,2448.20059,623.1257135,623.1257135,2.09323777,18,7,5,30,,,
12/1/08,235603,114746,84490,114746,84490,22,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,623.87236,2.024600664,0,0,0,2434.635991,235603,103819.8,84490,2434.620928,2434.635991,623.8723776,623.8723776,2.094013226,22,5,4,31,,,
1/1/09,237640.85,93801.8,68950.67,93801.8,68950.67,20,7,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,624.6095862,2.021217685,0.333333333,0.2,0.15,2420.37386,237641,94161.42857,68951,2420.361232,2420.37386,624.6095971,624.6095971,2.093260609,20,7,4,31,,,
2/1/09,244838.95,107609,79524,107609,79524,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,625.3518599,2.010356341,0,0,566.0526316,2405.944835,245971,107220.8,79524,2405.93827,2405.944835,625.3518613,625.3518613,2.093274842,19,5,4,28,,,
3/1/09,242969.32,125257,77258,125257,77258,22,4,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,626.1035442,2.006901224,0,0,539.6818182,2392.529261,244049,125257,77256,2392.528667,2392.529261,626.1035351,626.1035351,2.093454736,22,4,5,31,,,
4/1/09,243280.32,116011,87693,116011,87693,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,626.8664714,2.002513987,0,0,149.6818182,2381.46991,243728,116011,87695,2381.470145,2381.46991,626.8664524,626.8664524,2.092475837,22,4,4,30,,,
5/1/09,244204.85,110631.8,83284.67,110631.8,83284.67,20,6,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,627.6372304,1.999178938,0.333333333,0.2,0.15,2373.701189,244205,106239.5,83285,2373.694036,2373.701189,627.6372036,627.6372036,2.089354293,20,6,5,31,,,
6/1/09,244560.59,110544.75,92150,110544.75,92150,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,628.391438,1.989089142,0,332.25,254.4090909,2368.524054,245069,111209,92152,2368.506096,2368.524054,628.3914059,628.3914059,2.08445344,22,4,4,30,,,
7/1/09,244322.86,117284.75,88296.6,117284.75,88296.6,22,5,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,629.0994677,1.985506103,0.4,0.25,0.136363636,2364.831095,244323,120303.4,88298,2364.805689,2364.831095,629.099433,629.099433,2.078470049,22,5,4,31,,,
8/1/09,237543,107731.6,85282,107731.6,85282,21,5,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,629.7417561,1.979823277,0,396.4,0,2361.805453,237543,108524,85281,2361.780848,2361.805453,629.7417216,629.7417216,2.072067755,21,5,5,31,,,
9/1/09,246955.86,114435.75,90202.6,114435.75,90202.6,21,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,630.3389906,1.977449826,0.4,0.25,0.142857143,2359.792464,246956,110718.2,90203,2359.774282,2359.792464,630.3389598,630.3389598,2.065805051,21,5,4,30,,,
10/1/09,249508.57,113373,86832,113373,86832,22,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,630.9219218,1.979009355,0,0,163.4285714,2359.428015,247210.0455,113373,86834,2359.417369,2359.428015,630.9218988,630.9218988,2.060204732,22,5,4,31,,,
11/1/09,250266,109291,89116,109291,89116,19,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,631.515443,1.975718976,0,0,0,2361.161513,248541.1053,109985.1667,89118,2361.155842,2361.161513,631.515432,631.515432,2.055714298,19,6,5,30,,,
12/1/09,231385.27,101766,83431,101766,83431,22,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,632.12102,1.978619242,0,0,656.7272727,2364.696454,232699,93292.4,83431,2364.692852,2364.696454,632.1210224,632.1210224,2.05251784,22,5,4,31,,,
1/1/10,236940.0526,99284.14286,67567.4,97228,78098,21,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,632.7342614,1.974123321,13.42857143,0,0,2369.549853,236940.0526,99284.14286,67567.4,2369.545906,2369.549853,632.7342752,632.7342752,2.050737004,19,7,5,31,,,
2/1/10,226631.8947,99940.8,78893.25,98245,84459,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,633.3476544,1.975015909,0,0,549.7368421,2375.048106,226631.8947,99940.8,78893.25,2375.041794,2375.048106,633.3476747,633.3476747,2.050378945,19,5,4,28,,,
3/1/10,245117.2609,127170.5,80390,127171,80390,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,633.9411998,1.964824178,0,228,17.04347826,2379.755121,245117.2609,127170.5,80390,2379.744434,2379.755121,633.9412204,633.9412204,2.050979949,23,4,4,31,,,
4/1/10,248004.5455,120618.5,82583.75,120619,82584,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,634.4917772,1.961327948,0,0,366.6363636,2382.044185,248004.5455,120618.5,82583.75,2382.027027,2382.044185,634.4917911,634.4917911,2.051959706,22,4,4,30,,,
5/1/10,249744.2,115865.1667,92630.4,121560,91757,21,5,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,634.9934965,1.956885824,0,0,0,2381.028541,249744.2,115865.1667,92630.4,2381.003396,2381.028541,634.9934968,634.9934968,2.052691749,20,6,5,31,,,
6/1/10,255148.5,122178.5,94189.5,122179,94190,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,635.5093907,1.958982339,0,0,0,2378.78125,255148.5,122178.5,94189.5,2378.749847,2378.78125,635.509374,635.509374,2.052367663,22,4,4,30,,,
7/1/10,252856.0952,109546.1667,98591.75,113337,96992,22,5,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,636.1197232,1.956301551,0,0,281,2378.115332,252856.0952,109546.1667,98591.75,2378.083305,2378.115332,636.1196907,636.1196907,2.050137286,21,6,4,31,,,
8/1/10,247377,123607.25,88465.2,123607,88465,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,636.8789663,1.952884062,0,0,483.2727273,2381.164069,247377,123607.25,88465.2,2381.139511,2381.164069,636.8789236,636.8789236,2.045466096,22,4,5,31,,,
9/1/10,255066.8571,120629,94326.5,125946,95333,22,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,637.7384266,1.953563368,0,0,16.57142857,2387.341803,255066.8571,120629,94326.5,2387.329455,2387.341803,637.7383835,637.7383835,2.039036942,21,5,4,30,,,
10/1/10,258095.1905,128413,100314.2,128413,116912,20,6,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,638.6236196,1.949559056,0,0,1169.95,2395.383141,258095.1905,128413,100314.2,2395.382943,2395.383141,638.62359,638.62359,2.031823976,21,5,5,31,,,
11/1/10,254552.9,117790.5,90011,120048,116412,21,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,639.4753942,1.949728261,0,0,0,2404.112664,254552.9,117790.5,90011,2404.12043,2404.112664,639.4753929,639.4753929,2.024646187,20,6,4,30,,,
12/1/10,233197.381,125075.1667,81534.5,115934,102142,23,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,640.2959343,1.9504215,0,0,1525.380952,2412.714848,233197.381,125075.1667,81534.5,2412.724976,2412.714848,640.2959633,640.2959633,2.017774142,21,6,4,31,,,
1/1/11,233686.95,103291,76760.2,101353,82797,21,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,641.1027574,1.944272149,0,0,0,2420.464144,233686.95,103291,76760.2,2420.470292,2420.464144,641.1028024,641.1028024,2.011340538,20,6,5,31,,,
2/1/11,248985.6842,105016,84039.75,106615,86956,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,641.9125046,1.934759384,0,0,826.5263158,2426.859878,248985.6842,105016,84039.75,2426.855542,2426.859878,641.9125404,641.9125404,2.005418678,19,5,4,28,,,
3/1/11,254413.4348,136294.25,83080.75,136294,83081,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,642.7383103,1.920698689,0,707.5,587.826087,2432.300884,254413.4348,136294.25,83080.75,2432.281709,2432.300884,642.7383227,642.7383227,1.999856482,23,4,4,31,,,
4/1/11,254241.6667,118432.4,90207.5,118432,90208,21,5,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,643.5924325,2.187318704,0,0,1716.190476,2437.410873,254241.6667,118432.4,90207.5,2437.37523,2437.410873,643.5924234,643.5924234,2.279371282,21,5,4,30,,,
5/1/11,257066.5238,114203.4,92422,120764,91679,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,644.4738539,2.173352199,0,0,0,2442.633473,257066.5238,114203.4,92422,2442.583161,2442.633473,644.4738377,644.4738377,2.273267783,21,5,5,31,,,
