"","month","num_wkdayholminor","num_satholmajor","num_sun","weekdays","saturdays","sundays","dum_911_base","supersandy","summer_of_hell","end_close","mon","dummy_1","dummy_2","dummy_3","dummy_4","dummy_5","dummy_6","dummy_7","dummy_8","dummy_9","dummy_10","dummy_11","dummy_12","week","sat","sun","sat_alt","sun_alt","avg_wkdayholminor_tstile","avg_satholmajor_tstile","avg_sun_tstile","real_fare","man_hud_KEEP","man_hud_opt","man_hud_pess","population_hud_opt","population_hud_pess","real_fare_q1_KEEP","pop_hudson_KEEP"
"95",2007-11-01,20,6,4,21,5,4,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,121710.05,59748.16667,37912.25,NA,NA,121710.05,59748.16667,37912.25,2.120258765,2515.96019,2516.072876,2515.96019,654.5443989,654.5443989,2.204456916,654.5443891
"96",2007-12-01,19,7,4,20,6,4,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,249878.9474,111531.1429,82784.5,NA,NA,249878.9474,111531.1429,82784.5,2.356635403,2583.264299,2583.516229,2583.264299,658.7982448,658.7982448,2.450552588,658.7982151
"97",2008-01-01,18,7,5,19,6,5,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,251945,101305.8571,79014.8,NA,NA,251945,101305.8571,79014.8,2.598243132,2659.077363,2659.498949,2659.077363,662.4834689,662.4834689,2.710946237,662.4834706
"98",2008-02-01,19,6,5,20,5,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,266531.8421,112582.8333,92891.6,113984,114775,266531.8421,112582.8333,92891.6,2.840251677,2719.915337,2720.583204,2719.915337,666.632397,666.632397,2.963430881,666.632393
"99",2008-03-01,20,6,4,21,5,4,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,275303.25,105661.3333,79026.25,NA,NA,275303.25,105661.3333,79026.25,2.795335083,2771.618001,2772.497494,2771.618001,670.7455435,670.7455435,2.905509992,670.7455792
"100",2008-04-01,20,6,4,21,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,289539.65,114253.8333,87081,115540,117904,289539.65,114253.8333,87081,2.75,2820.816219,2821.88668,2820.816154,674.3605041,674.3605041,2.860257723,674.3605933
"101",2008-05-01,20,6,4,21,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,282558.75,107791.6667,88760.5,111519,113625,282558.75,107791.6667,88760.5,2.75,2867.075842,2874.605426,2867.06306,677.8550221,677.8550221,2.812528436,677.8306575
"102",2008-06-01,19,7,4,18,5,7,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,279793.9,103105.1667,77075.75,2.75,2900.361397,2911.639087,2891.737773,682.1872145,682.1872145,2.759873867,682.3075186
"103",2008-07-01,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2906.293842,2909.401504,2866.4716,686.737724,686.737724,2.75,687.0410132
"104",2008-08-01,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2911.844834,2924.482789,2851.476757,691.6498551,691.6498551,2.75,692.0405874
"105",2008-09-01,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2920.944189,2923.902899,2851.141762,696.7287,696.7287,2.75,697.1144402
"106",2008-10-01,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2929.959137,2927.032666,2851.509785,701.7833454,701.7833454,2.75,702.1655941
"107",2008-11-01,19,7,4,18,5,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2940.176659,2932.332463,2854.83871,706.8824017,706.8824017,2.75,707.1940111
"108",2008-12-01,18,7,5,17,5,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2953.180109,2941.789753,2867.5976,711.8715752,711.8715752,2.75,712.0759933
"109",2009-01-01,19,6,5,18,5,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2967.649893,2954.056551,2881.648739,716.7566777,716.7566777,2.75,716.8963075
"110",2009-02-01,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2982.74654,2968.310904,2896.307895,721.4985349,721.4985349,2.75,721.652334
"111",2009-03-01,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2998.221559,2985.241776,2911.334456,726.1925487,726.1925487,2.75,726.3038416
"112",2009-04-01,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3014.708302,3005.16793,2927.34342,730.7833602,730.7833602,2.75,730.7955862
"113",2009-05-01,19,7,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3031.934515,3027.185705,2944.070425,734.6195605,734.6195605,2.75,734.5353929
"114",2009-06-01,18,7,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3050.216947,3050.140711,2961.82304,737.19277,737.19277,2.75,737.0639019
"115",2009-07-01,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3069.38518,3072.712174,2980.435787,739.4888485,739.4888485,2.75,739.3014484
"116",2009-08-01,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3088.201443,3094.695851,2998.706763,741.4010853,741.4010853,2.75,741.1563449
"117",2009-09-01,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3106.398326,3116.041177,3016.376309,742.853031,742.853031,2.75,742.5539212
"118",2009-10-01,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3123.411664,3136.741075,3032.896609,744.831173,744.831173,2.75,743.779469
"119",2009-11-01,18,7,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3139.872055,3157.576189,3048.879985,748.0699654,748.0699654,2.75,745.0065573
"120",2009-12-01,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3158.319478,3178.549744,3066.79281,750.2423303,750.2423303,2.75,746.2356768
"121",2010-01-01,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3176.880873,3199.662617,3084.816304,752.4178284,752.4178284,2.75,747.4668306
"122",2010-02-01,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3195.550214,3220.904501,3102.944617,754.5982923,754.5982923,2.75,748.6994198
"123",2010-03-01,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3212.621447,3238.887756,3119.521133,756.3894239,756.3894239,2.75,749.462779
"124",2010-04-01,20,6,5,20,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,256185,91876.83333,74820,1.463490771,2526.907464,2526.889393,2526.907464,613.4624491,613.4624491,1.519851167,613.4624472
"125",2010-05-01,20,6,5,20,6,5,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,178241,89199.83333,66571,2.15890283,2379.824904,2379.806632,2379.824904,616.6532786,616.6532786,2.231691815,616.6532991
"126",2010-06-01,21,5,5,21,5,5,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,161982,90845,67300,90845,67300,157958,88170,67300,2.094057483,2342.323049,2342.309939,2342.323049,615.8705318,615.8705318,2.159486296,615.8705286
"127",2010-07-01,22,5,4,22,5,4,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,176505,87730,62313,87730,62313,172311.0909,86788.2,62275.75,2.028913698,2317.618306,2317.605881,2317.618306,615.3117987,615.3117987,2.100214238,615.311758
"128",2010-08-01,21,6,4,21,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,193804,105516,71552,105516,71552,199264,92326.33333,71552,1.955331238,2338.762045,2338.753373,2338.762045,615.1314001,615.1314001,2.014009971,615.1314077
"129",2010-09-01,21,6,4,21,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,215752.57,92583.6,62640,92583.6,62640,216012.5714,89367,62640,1.887780112,2388.577699,2388.56259,2388.577699,614.7252891,614.7252891,1.946571422,614.7252794
"130",2010-10-01,20,6,5,20,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,227394.75,114936,89930,114936,89930,227508.75,103541.3333,89930,1.827214189,2439.48925,2439.47535,2439.48925,614.1620016,614.1620016,1.892561803,614.162017
"131",2010-11-01,20,6,5,20,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,231881.9,117363,77576,117363,77576,232050.9,106844.5,77576,1.762734584,2488.550902,2488.530886,2488.550902,616.7111983,616.7111983,1.823900486,616.7112203
"132",2010-12-01,22,5,4,22,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,235603,114746,84490,114746,84490,235603,103819.8,84490,2.024600664,2434.635991,2434.620928,2434.635991,623.8723776,623.8723776,2.094013226,623.87236
"133",2011-01-01,22,5,4,22,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,231385.27,101766,83431,101766,83431,232699,93292.4,83431,1.978619242,2364.696454,2364.692852,2364.696454,632.1210224,632.1210224,2.05251784,632.12102
"134",2011-02-01,21,6,4,23,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,233197.381,125075.1667,81534.5,115934,102142,233197.381,125075.1667,81534.5,1.9504215,2412.714848,2412.724976,2412.714848,640.2959633,640.2959633,2.017774142,640.2959343
"135",2011-03-01,21,6,4,22,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,252091.5238,130805.6667,92412,135025,95871,252091.5238,130805.6667,92412,2.171304071,2477.857754,2477.894046,2477.857754,648.9070986,648.9070986,2.247795776,648.9070932
"136",2011-04-01,20,6,5,21,5,5,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,185834.2,72759.33333,61082.2,NA,NA,185834.2,72759.33333,61082.2,2.126363116,2520.046374,2520.104726,2520.046374,654.9311349,654.9311349,2.199910631,654.9311314
"137",2011-05-01,21,5,5,22,4,5,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,232166.381,112703.2,85239.6,NA,NA,232166.381,112703.2,85239.6,2.357487251,2588.763077,2588.807532,2588.763077,659.0820673,659.0820673,2.443930729,659.0820296
"138",2011-06-01,22,5,4,23,4,4,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,236510,106840,85523.25,NA,NA,236510,106840,85523.25,2.611351131,2663.455944,2663.47788,2663.455944,662.8252954,662.8252954,2.713756746,662.825291
"139",2011-07-01,22,5,4,23,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,247857.1818,115033.2,97921,125486,92981,247857.1818,115033.2,97921,2.851921205,2724.896709,2724.858748,2724.896709,666.974352,666.974352,2.965609572,666.9743544
"140",2011-08-01,21,6,4,22,5,4,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,258947.0476,101106.1667,76749.75,NA,NA,258947.0476,101106.1667,76749.75,2.793039172,2780.846647,2780.772635,2780.846647,671.0872937,671.0872937,2.898433145,671.0873237
"141",2011-09-01,20,6,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,265352.75,106297,91394.4,114860,86743,265352.75,106297,91394.4,2.75,2824.71905,2824.579715,2824.718953,674.6228089,674.6228089,2.853853171,674.6229883
"142",2011-10-01,20,6,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,258210.2,120760,92490.8,131000,88669,258210.2,120760,92490.8,2.75,2871.528139,2882.643105,2871.509265,678.2072062,678.2072062,2.809795948,678.1763952
"143",2011-11-01,21,5,5,21,4,6,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,257948,117357.6,89895.4,2.75,2901.698872,2913.824277,2890.918782,682.5534665,682.5534665,2.756187704,682.692957
"144",2011-12-01,22,5,4,22,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2906.662733,2911.879652,2864.345758,687.1345736,687.1345736,2.75,687.4501179
"145",2012-01-01,21,6,4,21,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2912.457577,2924.497135,2851.068487,692.0723078,692.0723078,2.75,692.4621867
"146",2012-02-01,21,6,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2921.827322,2924.049172,2851.398098,697.1449399,697.1449399,2.75,697.5329075
"147",2012-03-01,20,6,5,20,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2930.575149,2927.332098,2851.453776,702.2107073,702.2107073,2.75,702.5889298
"148",2012-04-01,21,5,5,21,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2941.194628,2932.843665,2855.870096,707.2988925,707.2988925,2.75,707.6022765
"149",2012-05-01,22,5,4,22,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2954.331673,2942.669294,2868.716015,712.2843344,712.2843344,2.75,712.4794297
"150",2012-06-01,22,5,4,22,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2968.890034,2955.150778,2882.852942,717.1530679,717.1530679,2.75,717.295555
"151",2012-07-01,21,6,4,21,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2984.019726,2969.607205,2897.544185,721.891071,721.891071,2.75,722.0434396
"152",2012-08-01,20,6,5,20,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2999.573624,2986.825303,2912.647338,726.5815977,726.5815977,2.75,726.6860368
"153",2012-09-01,20,6,5,20,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3016.126382,3006.920348,2928.720405,731.1544384,731.1544384,2.75,731.1563063
"154",2012-10-01,21,5,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3033.3831,3029.10094,2945.477031,734.8439764,734.8439764,2.75,734.7566205
"155",2012-11-01,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3051.829362,3052.068281,2963.388728,737.3941689,737.3941689,2.75,737.2605612
"156",2012-12-01,21,6,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3070.976114,3074.56447,2981.980616,739.6641575,739.6641575,2.75,739.4717467
"157",2013-01-01,21,6,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3089.747741,3096.509029,3000.208251,741.5342802,741.5342802,2.75,741.2852981
"158",2013-02-01,20,6,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3107.893213,3117.787319,3017.827875,742.9565809,742.9565809,2.75,742.6516105
"159",2013-03-01,20,6,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3124.087954,3138.860267,3033.5533,745.9036552,745.9036552,2.75,743.9459331
"160",2013-04-01,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3141.612348,3160.07411,3050.569845,748.5416172,748.5416172,2.75,745.2421869
"161",2013-05-01,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3160.071804,3181.431381,3068.494354,750.7143247,750.7143247,2.75,746.5407061
"162",2013-06-01,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3178.643503,3202.932972,3086.527854,752.8911829,752.8911829,2.75,747.8414917
"163",2013-07-01,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3197.322644,3224.563274,3104.665683,755.0723839,755.0723839,2.75,749.1436587
"164",2013-08-01,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3212.621447,3238.887756,3119.521133,756.3894239,756.3894239,2.75,749.462779
"165",2013-09-01,20,5,4,20,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,244019,94431.8,65227,1.493490305,2484.391829,2484.377918,2484.391829,608.2910144,608.2910144,1.55740307,608.2910234
"166",2013-10-01,19,5,4,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,259913,99738.8,64644,1.454803022,2512.958561,2512.945144,2512.958561,614.5170427,614.5170427,1.513078943,614.5170392
"167",2013-11-01,19,5,4,19,5,4,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,179839,83041,57610,83041,57610,179839,82211.4,57610,2.129344392,2374.669193,2374.65407,2374.669193,616.5618962,616.5618962,2.217734269,616.5619036
"168",2013-12-01,19,5,4,19,5,4,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,160867,71921,52513,71921,52513,160867,62116.2,52513,2.060970948,2331.811553,2331.801574,2331.811553,615.6094276,615.6094276,2.151266227,615.6094314
"169",2014-01-01,19,5,5,19,5,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,191291,88649,60970,88649,60970,191287.4211,87300,60970,2.010753357,2318.648713,2318.633813,2318.648713,615.2597305,615.2597305,2.08417917,615.2597067
"170",2014-02-01,19,5,4,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,196499,86386,65767,86386,65767,196499,83408.8,65767,1.935674964,2347.138299,2347.12764,2347.138299,615.1204446,615.1204446,2.005850789,615.1204513
"171",2014-03-01,19,5,4,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,219429,89256,56117,89256,56117,219429,89881.8,56117,1.868588262,2397.938404,2397.927767,2397.938404,614.5879004,614.5879004,1.933051887,614.5878898
"172",2014-04-01,19,5,4,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,229594,94335,67784,94335,67784,229594,93647.4,67784,1.812748245,2451.568265,2451.565527,2451.568265,614.2014276,614.2014276,1.877808675,614.2014575
"173",2014-05-01,20,5,4,20,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,246334,100670,75110,100670,75110,246334,101263.2,75110,1.750335469,2492.776312,2492.772193,2492.776312,617.6792102,617.6792102,1.811671789,617.6792436
"174",2014-06-01,19,5,4,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,244838.95,107609,79524,107609,79524,245971,107220.8,79524,2.010356341,2405.944835,2405.93827,2405.944835,625.3518613,625.3518613,2.093274842,625.3518599
"175",2014-07-01,19,5,4,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,226631.8947,99940.8,78893.25,98245,84459,226631.8947,99940.8,78893.25,1.975015909,2375.048106,2375.041794,2375.048106,633.3476747,633.3476747,2.050378945,633.3476544
"176",2014-08-01,19,5,4,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,248985.6842,105016,84039.75,106615,86956,248985.6842,105016,84039.75,1.934759384,2426.859878,2426.855542,2426.859878,641.9125404,641.9125404,2.005418678,641.9125046
"177",2014-09-01,20,5,4,21,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,261032.75,115117.6,86594.25,114891,92480,261032.75,115117.6,86594.25,2.154144276,2489.994024,2489.980556,2489.994024,650.0751053,650.0751053,2.240648252,650.0750874
"178",2014-10-01,19,5,4,20,4,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,233633.1579,87278.4,69437.5,NA,NA,233633.1579,87278.4,69437.5,2.367147802,2532.144747,2532.091924,2532.144747,655.6980343,655.6980343,2.473686477,655.6980469
"179",2014-11-01,19,5,4,20,4,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,232371.3158,110118.8,78641,NA,NA,232371.3158,110118.8,78641,2.601884418,2600.885667,2600.683876,2600.885667,659.6526178,659.6526178,2.706138758,659.6525927
"180",2014-12-01,19,5,4,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,245119.6316,94641.8,69431,94726,74406,245119.6316,94641.8,69431,2.859632966,2672.311426,2671.902108,2672.311426,663.5065037,663.5065037,2.983559418,663.5064935
"181",2015-01-01,20,5,4,21,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,259080.7,101432.6,77495.75,102088,81759,259080.7,101432.6,77495.75,2.841710589,2729.585013,2728.838546,2729.585013,667.6744223,667.6744223,2.960953861,667.6744368
"182",2015-02-01,19,5,4,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,266070.3158,112091.8,80353.75,110189,88224,266070.3158,112091.8,80353.75,2.769654452,2793.318096,2792.286416,2793.318098,671.7411475,671.7411475,2.89250589,671.7411465
"183",2015-03-01,19,5,4,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,279687.2632,104365.4,73607.75,101733,81866,279687.2632,104365.4,73607.75,2.75,2833.898322,2833.270053,2833.898568,675.1613176,675.1613176,2.843443405,675.1611067
"184",2015-04-01,19,5,4,20,4,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,277792.4737,97840.6,69546,NA,NA,277792.4737,97840.6,69546,2.75,2878.048513,2895.369241,2878.096215,678.9189545,678.9189545,2.801348618,678.8735221
"185",2015-05-01,19,6,4,19,5,5,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,282356.0526,96909.66667,70473.25,2.75,2905.475609,2911.816052,2889.78156,683.2928296,683.2928296,2.751415209,683.4682846
"186",2015-06-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2907.125155,2915.533889,2860.515965,687.9358795,687.9358795,2.75,688.2741224
"187",2015-07-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2913.89485,2924.323553,2850.661428,692.921536,692.921536,2.75,693.3092771
"188",2015-08-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2923.608144,2924.435331,2851.802684,697.9848971,697.9848971,2.75,698.3759509
"189",2015-09-01,20,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2931.74725,2927.979238,2851.354123,703.0706611,703.0706611,2.75,703.439948
"190",2015-10-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2943.190568,2934.132908,2857.933864,708.137152,708.137152,2.75,708.4235082
"191",2015-11-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2956.628943,2944.548042,2870.947359,713.1135213,713.1135213,2.75,713.2903561
"192",2015-12-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2971.417032,2957.401499,2885.306712,717.952034,717.952034,2.75,718.0990762
"193",2016-01-01,20,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2986.593507,2972.27327,2900.04338,722.6820314,722.6820314,2.75,722.8308657
"194",2016-02-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3002.313499,2990.06137,2915.307813,727.3644579,727.3644579,2.75,727.4547015
"195",2016-03-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3019.008843,3010.479822,2931.519334,731.8922307,731.8922307,2.75,731.8736688
"196",2016-04-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3036.306509,3032.954436,2948.315721,735.2998142,735.2998142,2.75,735.2056038
"197",2016-05-01,19,5,5,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3055.051446,3055.928339,2966.517438,737.8010028,737.8010028,2.75,737.6578102
"198",2016-06-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3074.153896,3078.288585,2985.066307,740.0169658,740.0169658,2.75,739.8145286
"199",2016-07-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3092.843522,3100.155931,3003.214317,741.8032637,741.8032637,2.75,741.5457481
"200",2016-08-01,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3110.902194,3121.276428,3020.749657,743.1466988,743.1466988,2.75,742.8500105
