month,num_wkdayholminor,num_satholmajor,num_sun,weekdays,saturdays,sundays,dum_911_base,supersandy,summer_of_hell,end_close,mon,dummy_1,dummy_2,dummy_3,dummy_4,dummy_5,dummy_6,dummy_7,dummy_8,dummy_9,dummy_10,dummy_11,dummy_12
11/1/20,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/20,22,5,4,22,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/21,19,7,5,19,5,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/21,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/21,23,4,4,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/21,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/21,20,6,5,20,5,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/21,22,4,4,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/21,21,6,4,21,5,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/21,22,4,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/21,21,5,4,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/21,21,5,5,20,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/21,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/21,21,6,4,21,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/22,20,6,5,20,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/22,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/22,23,4,4,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/22,21,5,4,21,5,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/22,21,5,5,21,4,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/22,22,4,4,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/22,20,6,5,20,5,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/22,23,4,4,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/22,21,5,4,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/22,21,5,5,20,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/22,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/22,21,6,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/23,20,6,5,20,4,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/23,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/23,23,4,4,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/23,20,5,5,20,5,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/23,22,5,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/23,22,4,4,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/23,20,6,5,20,5,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/23,23,4,4,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/23,20,6,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/23,22,4,5,21,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/23,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/23,20,6,5,20,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/24,21,6,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/24,20,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/24,21,5,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/24,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/24,22,5,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/24,20,5,5,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/24,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/24,22,5,4,22,5,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/24,20,5,5,20,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/24,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/24,19,7,4,18,5,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/24,21,5,5,21,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/25,21,6,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/25,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/25,21,5,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/25,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/25,21,6,4,21,5,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/25,21,4,5,21,4,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/25,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/25,21,5,5,21,5,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/25,21,5,4,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/25,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/25,18,7,5,17,5,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/25,22,5,4,22,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/26,20,7,4,20,4,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/26,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/26,22,4,5,22,5,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/26,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/26,20,6,5,20,5,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/26,22,4,4,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/26,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/26,21,5,5,21,5,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/26,21,5,4,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/26,22,5,4,21,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/26,19,6,5,18,5,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/26,22,5,4,22,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/27,19,7,5,19,5,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/27,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/27,23,4,4,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/27,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/27,20,6,5,20,5,6,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/27,22,4,4,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/27,21,6,4,21,4,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/27,22,4,5,22,5,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/27,21,5,4,21,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/27,21,5,5,20,5,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/27,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/27,21,6,4,21,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/28,20,6,5,20,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/28,20,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/28,23,4,4,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/28,20,5,5,20,5,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/28,22,5,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/28,22,4,4,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/28,20,6,5,20,5,6,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/28,23,4,4,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/28,20,6,4,20,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/28,22,4,5,21,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/28,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/28,20,6,5,20,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/29,21,6,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/29,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/29,22,5,4,22,4,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/29,21,4,5,21,5,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/29,22,5,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/29,21,5,4,21,4,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/29,21,5,5,21,5,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/29,23,4,4,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/29,19,6,5,19,5,6,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/29,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/29,20,6,4,19,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/29,20,6,5,20,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/30,21,6,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/30,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/30,21,5,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/30,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/30,22,5,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/30,20,5,5,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/30,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/30,22,5,4,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/30,20,5,5,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/30,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/30,19,7,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/30,21,5,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/31,21,6,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/31,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/31,21,5,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/31,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/31,21,6,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/31,21,4,5,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/31,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/31,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/31,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/31,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/31,18,7,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/31,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/32,20,7,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/32,19,5,5,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/32,23,4,4,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/32,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/32,20,6,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/32,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/32,21,6,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/32,22,4,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/32,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/32,21,5,5,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/32,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/32,21,6,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/33,20,6,5,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/33,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/33,23,4,4,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/33,21,5,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/33,21,5,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/33,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/33,20,6,5,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/33,23,4,4,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/33,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/33,21,5,5,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/33,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/33,21,6,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/34,20,6,5,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/34,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/34,23,4,4,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/34,20,5,5,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/34,22,5,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/34,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/34,20,6,5,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/34,23,4,4,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/34,20,6,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/34,22,4,5,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/34,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/34,20,6,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/35,21,6,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/35,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/35,22,5,4,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/35,21,4,5,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/35,22,5,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/35,21,5,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/35,21,5,5,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/35,23,4,4,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/35,19,6,5,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/35,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/35,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/35,20,6,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/36,21,6,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/36,20,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/36,21,5,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/36,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/36,21,6,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/36,21,4,5,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/36,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/36,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/36,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/36,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/36,18,7,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/36,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/37,20,7,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/37,19,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/37,22,4,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/37,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/37,20,6,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/37,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/37,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/37,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/37,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/37,22,5,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/37,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/37,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/38,20,7,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/38,19,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/38,22,4,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/38,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/38,20,6,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/38,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/38,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/38,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/38,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/38,22,5,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/38,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/38,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/39,20,7,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/39,19,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/39,22,4,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/39,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/39,20,6,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/39,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/39,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/39,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/39,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/39,22,5,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/39,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/39,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
1/1/40,20,7,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2/1/40,19,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3/1/40,22,4,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
4/1/40,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5/1/40,20,6,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6/1/40,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
7/1/40,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8/1/40,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
9/1/40,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0
10/1/40,22,5,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
11/1/40,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
12/1/40,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1
