Month,man_hud,cpi,pop_hudson,man_hud_COVID,cpi_2020_06,regional_emp,manhattan_baseline,hudson_baseline,region_pess,region_opt,man_hud_pess,man_hud_opt,cpi_2020_08,manhattan_base_2020_10,hudson_base_2020_10,pop_hudson_2020_10,cpi_2020_10,man_hud_2020_10,pop_hudson_2020_06
1/1/36,3140.307417,392.7684053,744.0892059,3107.441309,346.567,10090.88585,2832.201432,308.1059851,9793.13353,10323.90368,3047.646195,3212.823115,350.5879514,2794.465929,312.1374438,732.9739619,351.3937043,3106.603373,733.9170458
4/1/36,3145.893217,394.8795495,744.5572751,3112.984482,348.329,10106.8771,2837.23919,308.6540265,9807.02323,10338.49862,3052.559911,3217.988342,352.3703946,2798.281826,312.6375776,733.5243271,353.1634772,3110.919404,734.4711069
7/1/36,3151.488953,397.0020412,745.0256387,3118.537543,350.084,10122.39256,2842.28591,309.2030427,9820.93263,10353.11419,3057.632917,3223.321443,354.1457565,2802.102934,313.1385128,734.0751055,354.9421635,3115.241447,735.0255862
10/1/36,3157.094642,399.1359413,745.494297,3124.10051,351.856,10137.1735,2847.341606,309.7530355,9834.861758,10367.75042,3062.943469,3228.904911,355.9383156,2805.92926,313.6402506,734.6262975,356.7298081,3119.56951,735.5804842
1/1/37,3162.710302,401.2813112,745.9632501,3129.673401,353.601,10159.94474,2852.406295,310.3040065,9848.810642,10382.40734,3065.856722,3231.961147,357.7035615,2809.760811,314.1427924,735.1779034,358.526456,3123.903603,736.135801
4/1/37,3168.335951,403.4382126,746.4324982,3135.256233,355.4,10175.13691,2857.479993,310.8559576,9862.77931,10397.08499,3071.073985,3237.446182,359.523434,2813.597593,314.6461394,735.7299235,360.3321526,3128.243733,736.6915371
7/1/37,3173.971607,405.6067074,746.9020414,3140.849023,357.19,10189.80846,2862.562716,311.4088906,9876.767789,10411.78338,3076.464161,3243.113445,361.334202,2817.439615,315.1502929,736.2823581,362.1469435,3132.589908,737.2476928
10/1/37,3179.617287,407.7868579,747.37188,3146.45179,358.997,10203.66023,2867.65448,311.962807,9890.776108,10426.50255,3082.117788,3249.058377,363.1621672,2821.286884,315.6552541,736.8352074,363.9708745,3136.942138,737.8042683
1/1/38,3185.273009,409.9787269,747.8420142,3152.064552,360.769,10229.47625,2872.7553,312.5177086,9904.804296,10441.24253,3084.176063,3251.21318,364.9547263,2825.139406,316.1610245,737.3884719,365.8039916,3141.30043,738.361264
4/1/38,3190.938791,412.1823772,748.3124441,3157.687326,362.604,10243.85774,2877.865194,313.0735973,9918.85238,10456.00335,3089.700348,3257.021674,366.8110164,2828.997188,316.6676053,737.9421518,367.6463411,3145.664793,738.9186802
7/1/38,3196.614651,414.3978722,748.78317,3163.32013,364.431,10257.67335,2882.984176,313.6304748,9932.920388,10470.78504,3095.411382,3263.026976,368.6592137,2832.860239,317.1749977,738.4962475,369.4979695,3150.035236,739.4765172
10/1/38,3202.300607,416.6252755,749.2541919,3168.962982,366.275,10270.58302,2888.112264,314.1883428,9947.00835,10485.58762,3101.412141,3269.337634,370.5246082,2836.728564,317.6832032,739.0507592,371.3589235,3154.411767,740.0347753
1/1/39,3207.996677,418.8646512,749.7255102,3174.6159,368.092,10299.48361,2893.249474,314.7472031,9961.116292,10500.41113,3102.604866,3270.579893,372.3626895,2840.602172,318.1922229,739.6056872,373.2292501,3158.794395,740.5934549
4/1/39,3213.702879,421.1160637,750.1971249,3180.278902,369.964,10313.0427,2898.395821,315.3070575,9975.244244,10515.25559,3108.43968,3276.71553,374.2564089,2844.481069,318.7020582,740.161032,375.1089964,3163.183127,741.1525562
7/1/39,3219.419231,423.3795776,750.6690363,3185.952005,371.827,10325.99023,2903.551323,315.8679078,9989.392233,10530.12104,3114.475294,3283.06278,376.1410239,2848.365263,319.2127105,740.7167937,376.99821,3167.577973,741.7120797
10/1/39,3225.14575,425.6552579,751.1412446,3191.635229,373.718,10337.94475,2908.715994,316.4297556,10003.56029,10545.00751,3120.827276,3289.743463,378.0539637,2852.254761,319.7241809,741.2729727,378.8969385,3171.978942,742.2720255
1/1/40,3230.882456,427.9431701,751.6137498,3197.328591,375.563,10369.97007,2913.889853,316.9926029,10017.74844,10559.91502,3121.14379,3290.061972,379.9203698,2856.14957,320.2364709,741.8295694,380.8052298,3176.386041,742.8323941
4/1/40,3236.629366,430.2433799,752.0865524,3203.032108,377.473,10382.69491,2919.072915,317.5564513,10031.95671,10574.84361,3127.292671,3296.52847,381.8525301,2860.049698,320.7495817,742.386584,382.7231321,3180.799279,743.3931857
7/1/40,3242.386498,432.5559535,752.5596523,3208.7458,379.375,10394.76211,2924.265195,318.1213026,10046.18514,10589.7933,3133.656615,3303.221608,383.7765975,2863.955151,321.2635146,742.9440168,384.6506938,3185.218665,743.9544006
10/1/40,3248.15387,434.8809572,753.0330499,3214.469684,381.304,10405.74827,2929.466711,318.6871586,10060.43374,10604.76412,3140.363956,3310.27666,385.7279782,2867.865937,321.7782711,743.5018682,386.5879636,3189.644208,744.5160393
