"","man_hud","cpi","pop_hudson","man_hud_covid","cpi_2020_06","regional_emp","manhattan_baseline","hudson_baseline","region_pess","region_opt","man_hud_pess","man_hud_opt","cpi_2020_08","manhattan_base_2020_10","hudson_base_2020_10","pop_hudson_2020_10","cpi_2020_10","man_hud_2020_10","pop_hudson_2020_06","month"
"Nov 2000",2529.22125913434,185.058925463096,612.906763188728,2529.21548704815,174.760877892654,8257.94788834717,2272.35933273185,256.879607852757,8257.94788834717,8257.94788834717,2529.23894026284,2529.23894026284,174.761105711346,2273.22774497289,256.6822424144,612.906783467697,174.761105711346,2529.9099873182,612.906762937566,2000-11-01
"Dec 2000",2526.86054613069,185.295728358515,613.462131103997,2526.8544118171,175.338780357705,8265.89957415624,2272.8675054807,254.01114604648,8265.89957415624,8265.89957415624,2526.87865122104,2526.87865122104,175.338869218808,2273.08088768896,254.03939534024,613.462159977654,175.338869218808,2527.1202832616,613.462132257338,2000-12-01
"Jan 2001",2521.103776,185.6213,613.999111,2521.098285,175.9,8266.707,2269.29266,251.8278793,8266.707,8266.707,2521.120539,2521.120539,175.9,2268.996334,252.0513665,613.9991461,175.9,2521.047701,613.9991129,2001-01-01
"Feb 2001",2512.95655738447,186.122952422098,614.517164245218,2512.9533267728,176.389552089617,8259.74684387842,2261.75801472041,251.211946313329,8259.74684387842,8259.74684387842,2512.9699607801,2512.9699607801,176.389596763574,2261.30002753481,251.52057893438,614.517199984769,176.389596763574,2512.82060704824,614.517165562828,2001-02-01
"Mar 2001",2504.47242945154,186.698480542576,615.047129465257,2504.47166724274,176.799342557546,8249.75872549988,2252.85644678146,251.625563311314,8249.75872549988,8249.75872549988,2504.48200996164,2504.48200996164,176.799515142307,2252.51421503018,251.947397757071,615.047162101593,176.799515142307,2504.46161330147,615.047129569432,2001-03-01
"Apr 2001",2497.966914,187.1983,615.6276896,2497.966914,177.133,8242.823,2245.798248,252.1759659,8242.823,8242.823,2497.974214,2497.974214,177.1333,2245.710219,252.5066736,615.6277185,177.1333,2498.216893,615.6276889,2001-04-01
"May 2001",2494.40284414262,187.507827811473,616.265296526693,2494.40078808293,177.391173008134,8242.10232873179,2242.20134197915,252.209452319855,8242.10232873179,8242.10232873179,2494.4107947279,2494.4107947279,177.39153316028,2242.37787959163,252.59218447771,616.265323245075,177.39153316028,2494.97006437778,616.265296107414,2001-05-01
"Jun 2001",2489.33229824829,187.652486508221,616.837477872015,2489.327464323,177.562590152853,8239.08859791827,2237.31417946749,252.028571349006,8239.08859791827,8239.08859791827,2489.3427514879,2489.3427514879,177.562944286042,2237.68110748659,252.47341793518,616.837502464124,177.562944286042,2490.1545256436,616.837478035309,2001-06-01
"Jul 2001",2476.954666,187.6927,617.1895302,2476.949231,177.633,8222.356,2224.792843,252.1749344,8222.356,8222.356,2476.967778,2476.967778,177.6333,2225.202331,252.6387889,617.1895503,177.6333,2477.84112,617.1895301,2001-07-01
"Aug 2001",2453.81843052659,187.698702998676,617.220486199861,2453.81637648813,177.603126248217,8185.09717452782,2200.79797380747,253.035098514658,8185.09717452782,8185.09717452782,2453.83307241944,2453.83307241944,177.603340965675,2201.06700313576,253.437462532557,617.22049789789,177.603340965675,2454.50446558883,617.220484603808,2001-08-01
