month,week,sat,sun,sat_alt,sun_alt,weekdays,saturdays,sundays,dum_911_base,supersandy,summer_of_hell,end_close,mon,dummy_1,dummy_2,dummy_3,dummy_4,dummy_5,dummy_6,dummy_7,dummy_8,dummy_9,dummy_10,dummy_11,dummy_12,pop_hudson,real_fare,sun_x_avg,sat_x_avg,week_x_avg,man_hud,avg_wkdayholminor_tstile,avg_satholmajor_tstile,avg_sun_tstile
11/1/2006,237786.4,108317.1667,78996.25,110225.5,78840,20,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,614.1452558,1.830522861,625,4.5,0,2431.243459,238040,110225.5,78840
12/1/2006,227508.75,103541.3333,89930,114936,89930,20,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,614.1620016,1.827214189,0,0,114.25,2439.48925,227394.75,114936,89930
1/1/2007,229699,94339.33333,68644,95844,68643,21,6,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,614.1807816,1.823366416,0,0,0,2446.780498,229700,95844,68643
2/1/2007,229594,93647.4,67784,94335,67784,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,614.2014276,1.812748245,0,0,0,2451.568265,229594,94335,67784
3/1/2007,235968,109374.8,73284,109369.8,73284,22,5,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,614.2050817,1.800760184,0,5.2,0,2454.591657,235968,109369.8,73284
4/1/2007,235043.4286,111836,71894,111836,71894,21,4,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,614.1682134,1.790958012,0,0,39.57142857,2457.161789,235003.43,111836,71894
5/1/2007,244851.3182,103857.2,84684,110349,84684,22,5,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,614.0902936,1.780187633,0,0,192.6818182,2460.322881,244658.32,110349,84684
6/1/2007,249602.6667,111655,89376,111629,89376,21,5,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,614.062798,1.771515128,0,26,3.333333333,2464.05156,249599.67,111629,89376
7/1/2007,245347.7143,107282.4,81560,110895,81560,21,5,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,614.2002036,1.768648197,0,0,376.2857143,2468.057558,244971.71,110895,81560
8/1/2007,241628.1739,110079,84844,110079,84844,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,614.5781085,1.770987535,0,0,7.826086957,2472.109356,241622.17,110079,84844
9/1/2007,254124,109146.1667,89869,112591,89869,19,6,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,615.1165945,1.771127162,0,0,0,2476.210439,254124,112591,89869
10/1/2007,253604.7391,113290,87586,113290,87586,23,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,615.6968649,1.769236323,0,0,0,2480.423045,256053,113290,87586
11/1/2007,247588.15,109267.3333,83149,107059,82364.43,20,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,616.225576,1.761897396,3136.571429,0,0,2484.699302,249638,107059,82364.43
12/1/2007,232050.9,106844.5,77576,117363,77576,20,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,616.7111983,1.762734584,0,0,169.1,2488.550902,231881.9,117363,77576
1/1/2008,241848,97627.66667,70768,99235,70768,21,6,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,617.1876556,1.759099748,0,0,42.95238095,2491.37943,241865.05,99235,70768
2/1/2008,246334,101263.2,75110,100670,75110,20,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,617.6792102,1.750335469,0,0,0,2492.776312,246334,100670,75110
3/1/2008,249747.619,112355,77552,112355,77552,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,618.1714772,1.734553152,0,0,229.3809524,2493.092349,249518.62,112355,77552
4/1/2008,255987,117631,80511.5,117631,80425.5,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,618.6404104,2.017587096,86.5,0,0,2492.868181,255987,117631,80425.5
5/1/2008,254950.0476,109592.1667,90551,113683,90551,21,6,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,619.0774751,1.997688979,0,0,38.95238095,2492.380637,254911.05,113683,90551
6/1/2008,259586.4286,118554,91660,118554,91660,21,4,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,619.5361844,1.977350365,0,0,165.5714286,2490.851283,259420.43,118554,91660
7/1/2008,259215.1364,111847,86906.5,110751,86858.4,22,5,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,620.0855633,1.963417654,63.6,0,359.8636364,2487.23787,258855.14,110751,86858.4
8/1/2008,252414.619,118364,95810,118364,95810,21,5,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,620.7718447,1.961156724,0,0,15.38095238,2480.765878,252399.62,118364,95810
9/1/2008,260382.9524,106723.6,88276,109836,88276,21,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,621.5500939,1.964922383,0,0,1.047619048,2471.731698,260381.95,109836,88276
10/1/2008,258126.3478,117083,89883,117083,89883,23,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,622.3525842,1.978818429,0,0,9.090909091,2460.699446,260640.91,117083,89883
11/1/2008,253023.8889,111043.2857,80642,109518,80642,18,7,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,623.1257135,2.011770889,0,0,0,2448.20059,254777,109518,80642
12/1/2008,235603,103819.8,84490,114746,84490,22,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,623.8723776,2.024600664,0,0,0,2434.635991,235603,114746,84490
1/1/2009,237641,94161.42857,68951,93801.8,68950.67,20,7,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,624.6095971,2.021217685,0.333333333,0.2,0.15,2420.37386,237640.85,93801.8,68950.67
2/1/2009,245971,107220.8,79524,107609,79524,19,5,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,625.3518613,2.010356341,0,0,566.0526316,2405.944835,244838.95,107609,79524
3/1/2009,244049,125257,77256,125257,77258,22,4,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,626.1035351,2.006901224,0,0,539.6818182,2392.529261,242969.32,125257,77258
4/1/2009,243728,116011,87695,116011,87693,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,626.8664524,2.002513987,0,0,149.6818182,2381.46991,243280.32,116011,87693
5/1/2009,244205,106239.5,83285,110631.8,83284.67,20,6,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,627.6372036,1.999178938,0.333333333,0.2,0.15,2373.701189,244204.85,110631.8,83284.67
6/1/2009,245069,111209,92152,110544.75,92150,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,628.3914059,1.989089142,0,332.25,254.4090909,2368.524054,244560.59,110544.75,92150
7/1/2009,244323,120303.4,88298,117284.75,88296.6,22,5,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,629.099433,1.985506103,0.4,0.25,0.136363636,2364.831095,244322.86,117284.75,88296.6
8/1/2009,237543,108524,85281,107731.6,85282,21,5,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,629.7417216,1.979823277,0,396.4,0,2361.805453,237543,107731.6,85282
9/1/2009,246956,110718.2,90203,114435.75,90202.6,21,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,630.3389598,1.977449826,0.4,0.25,0.142857143,2359.792464,246955.86,114435.75,90202.6
10/1/2009,247210.0455,113373,86834,113373,86832,22,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,630.9218988,1.979009355,0,0,163.4285714,2359.428015,249508.57,113373,86832
11/1/2009,248541.1053,109985.1667,89118,109291,89116,19,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,631.515432,1.975718976,0,0,0,2361.161513,250266,109291,89116
12/1/2009,232699,93292.4,83431,101766,83431,22,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,632.1210224,1.978619242,0,0,656.7272727,2364.696454,231385.27,101766,83431
1/1/2010,236940.0526,99284.14286,67567.4,97228,78098,21,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,632.7342752,1.974123321,13.42857143,0,0,2369.549853,236940.0526,99284.14286,67567.4
2/1/2010,226631.8947,99940.8,78893.25,98245,84459,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,633.3476747,1.975015909,0,0,549.7368421,2375.048106,226631.8947,99940.8,78893.25
3/1/2010,245117.2609,127170.5,80390,127171,80390,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,633.9412204,1.964824178,0,228,17.04347826,2379.755121,245117.2609,127170.5,80390
4/1/2010,248004.5455,120618.5,82583.75,120619,82584,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,634.4917911,1.961327948,0,0,366.6363636,2382.044185,248004.5455,120618.5,82583.75
5/1/2010,249744.2,115865.1667,92630.4,121560,91757,21,5,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,634.9934968,1.956885824,0,0,0,2381.028541,249744.2,115865.1667,92630.4
6/1/2010,255148.5,122178.5,94189.5,122179,94190,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,635.509374,1.958982339,0,0,0,2378.78125,255148.5,122178.5,94189.5
7/1/2010,252856.0952,109546.1667,98591.75,113337,96992,22,5,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,636.1196907,1.956301551,0,0,281,2378.115332,252856.0952,109546.1667,98591.75
8/1/2010,247377,123607.25,88465.2,123607,88465,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,636.8789236,1.952884062,0,0,483.2727273,2381.164069,247377,123607.25,88465.2
9/1/2010,255066.8571,120629,94326.5,125946,95333,22,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,637.7383835,1.953563368,0,0,16.57142857,2387.341803,255066.8571,120629,94326.5
10/1/2010,258095.1905,128413,100314.2,128413,116912,20,6,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,638.62359,1.949559056,0,0,1169.95,2395.383141,258095.1905,128413,100314.2
11/1/2010,254552.9,117790.5,90011,120048,116412,21,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,639.4753929,1.949728261,0,0,0,2404.112664,254552.9,117790.5,90011
12/1/2010,233197.381,125075.1667,81534.5,115934,102142,23,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,640.2959633,1.9504215,0,0,1525.380952,2412.714848,233197.381,125075.1667,81534.5
1/1/2011,233686.95,103291,76760.2,101353,82797,21,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,641.1028024,1.944272149,0,0,0,2420.464144,233686.95,103291,76760.2
2/1/2011,248985.6842,105016,84039.75,106615,86956,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,641.9125404,1.934759384,0,0,826.5263158,2426.859878,248985.6842,105016,84039.75
3/1/2011,254413.4348,136294.25,83080.75,136294,83081,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,642.7383227,1.920698689,0,707.5,587.826087,2432.300884,254413.4348,136294.25,83080.75
4/1/2011,254241.6667,118432.4,90207.5,118432,90208,21,5,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,643.5924234,2.187318704,0,0,1716.190476,2437.410873,254241.6667,118432.4,90207.5
5/1/2011,257066.5238,114203.4,92422,120764,91679,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,644.4738377,2.173352199,0,0,0,2442.633473,257066.5238,114203.4,92422
6/1/2011,263255.5909,128292.5,104166.25,128293,104166,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,645.3284447,2.169574053,0,0,2292.818182,2447.69198,263255.5909,128292.5,104166.25
7/1/2011,260469.35,123426.8333,92308.4,123492,97441,21,5,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,646.0888445,2.163835867,0,0,0,2452.129604,260469.35,123426.8333,92308.4
8/1/2011,251151.4783,98044.5,62331.5,98045,62332,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,646.7110025,2.156099785,0,0,2501.304348,2455.746059,251151.4783,98044.5,62331.5
9/1/2011,263274.5714,123436.4,100009,130121,99347,22,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,647.2443453,2.151788601,0,0,952.9047619,2459.367068,263274.5714,123436.4,100009
10/1/2011,264716.6667,123129.8,100201.8,123130,117847,20,6,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,647.7616646,2.156160143,252.8333333,43.2,1512.55,2464.074852,264716.6667,123129.8,100201.8
11/1/2011,262479.45,123986,95457.25,123234,123865,21,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,648.3192146,2.162507972,0,0,91.84210526,2470.5489,262479.45,123986,95457.25
12/1/2011,252091.5238,130805.6667,92412,135025,95871,22,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,648.9070986,2.171304071,0,0,0,2477.857754,252091.5238,130805.6667,92412
1/1/2012,252769.35,106987.6667,86184,107208,92002,22,4,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,649.4988819,2.162464604,0,0,0,2484.667222,252769.35,106987.6667,86184
2/1/2012,261032.75,115117.6,86594.25,114891,92480,21,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,650.0751053,2.154144276,0,0,451.95,2489.994024,261032.75,115117.6,86594.25
3/1/2012,267881.7727,129661.2,91947.75,129661,91948,22,5,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,650.6442103,2.140443929,0,314.4,1912.363636,2494.258531,267881.7727,129661.2,91947.75
4/1/2012,260698.7619,132474.5,88181,132475,88181,21,4,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,651.2216135,2.136525209,0,0,0,2498.232027,260698.7619,132474.5,88181
5/1/2012,261233.7727,121824,99555.5,129287,98039,23,4,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,651.8140791,2.133962921,0,0,0,2502.436402,261233.7727,121824,99555.5
6/1/2012,264730.8095,125922.6,105328.25,125923,105328,21,5,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,652.3937619,2.136042725,0,0,341.2380952,2506.395971,264730.8095,125922.6,105328.25
7/1/2012,264224,126706.4,97788.4,124534,104056,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,652.9241643,2.139348295,0,0,903.4285714,2509.385652,264224,126706.4,97788.4
8/1/2012,256134.5652,124031,100599.25,124031,100599,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,653.3801568,2.127059399,0,0,143.6521739,2510.977244,256134.5652,124031,100599.25
9/1/2012,267479.9474,125632.8333,103751.4,131997,102095,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,653.7820826,2.118018181,0,0,0,2511.930058,267479.9474,125632.8333,103751.4
10/1/2012,232578.5217,137725.25,92079.25,137725,115443,22,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,654.1616527,2.120325472,0,0,163.7272727,2513.300283,232578.5217,137725.25,92079.25
11/1/2012,121710.05,59748.16667,37912.25,NA,NA,21,5,4,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,654.5443989,2.120258765,0,0,0,2515.96019,121710.05,59748.16667,37912.25
12/1/2012,185834.2,72759.33333,61082.2,NA,NA,21,5,5,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,654.9311349,2.126363116,0,0,0,2520.046374,185834.2,72759.33333,61082.2
1/1/2013,217107.381,84610.16667,61876.5,NA,NA,23,4,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,655.3164949,2.380404581,0,0,271.5714286,2525.511511,217107.381,84610.16667,61876.5
2/1/2013,233633.1579,87278.4,69437.5,NA,NA,20,4,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,655.6980343,2.367147802,0,0,0,2532.144747,233633.1579,87278.4,69437.5
3/1/2013,235594.8095,118285,79938,NA,NA,21,5,5,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,656.084993,2.363872769,0,0,0,2539.081103,235594.8095,118285,79938
4/1/2013,247807.6364,122783.75,88547.5,NA,NA,22,4,4,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,656.4895317,2.369616982,0,0,880.4545455,2545.292066,247807.6364,122783.75,88547.5
5/1/2013,249228.4545,107112.4,92739.5,NA,NA,23,4,4,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,656.9156514,2.366815273,0,0,0,2550.101596,249228.4545,107112.4,92739.5
6/1/2013,252261.65,121761,97890.4,NA,NA,20,5,5,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,657.334713,2.360910004,0,0,0,2554.243532,252261.65,121761,97890.4
7/1/2013,250018.2727,117458.4,87679.5,NA,NA,23,4,4,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,657.7099173,2.357102469,0,0,0,2558.804184,250018.2727,117458.4,87679.5
8/1/2013,245249.8182,120759.6,94318,NA,NA,22,5,4,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,658.0164926,2.354056136,0,0,277.7727273,2564.558697,245249.8182,120759.6,94318
9/1/2013,256737.85,117259.4,95625.6,NA,NA,21,4,5,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,658.2777762,2.346361178,0,113.5,0,2571.037555,256737.85,117259.4,95625.6
10/1/2013,256562.5652,125494.5,93437.75,NA,NA,22,5,4,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,658.5291327,2.359458939,48.8,0,0,2577.46008,256562.5652,125494.5,93437.75
11/1/2013,249878.9474,111531.1429,82784.5,NA,NA,20,6,4,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,658.7982448,2.356635403,0,0,35.61111111,2583.264299,249878.9474,111531.1429,82784.5
12/1/2013,232166.381,112703.2,85239.6,NA,NA,22,4,5,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,659.0820673,2.357487251,0,0,897.3809524,2588.763077,232166.381,112703.2,85239.6
1/1/2014,231390.2857,95553.83333,72751.75,NA,NA,23,4,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,659.3698732,2.59610125,0,0,83,2594.487985,231390.2857,95553.83333,72751.75
2/1/2014,232371.3158,110118.8,78641,NA,NA,20,4,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,659.6526178,2.601884418,0,0,739.2631579,2600.885667,232371.3158,110118.8,78641
3/1/2014,248144,110695,73949,NA,NA,21,5,5,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,659.9279862,2.592356455,0,0,0,2608.063052,248144,110695,73949
4/1/2014,252182.3636,112770.75,83101.25,NA,NA,22,4,4,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,660.1953458,2.592216859,0,0,555.4545455,2616.042138,252182.3636,112770.75,83101.25
5/1/2014,255112.7143,106410,91522,NA,NA,22,5,4,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,660.4574546,2.579911953,0,0,0,2624.683657,255112.7143,106410,91522
6/1/2014,259000.6667,112579.25,91968.2,NA,NA,21,4,5,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,660.7306323,2.578678018,0,20,0.333333333,2633.203268,259000.6667,112579.25,91968.2
7/1/2014,257111.8182,107378.6,80838.5,NA,NA,23,4,4,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,661.0345892,2.577218564,0,0,926.8636364,2640.655362,257111.8182,107378.6,80838.5
8/1/2014,249575.4762,104509,83146.8,NA,NA,21,5,5,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,661.381617,2.581394235,0,0,580.952381,2646.381045,249575.4762,104509,83146.8
9/1/2014,258150.1429,105559.8,82507.75,NA,NA,22,4,4,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,661.7543339,2.581404123,0,0,0,2650.868282,258150.1429,105559.8,82507.75
10/1/2014,259577.7391,105930.25,85194,NA,NA,22,5,4,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,662.1279397,2.587092131,0,0,0,2654.891752,259577.7391,105930.25,85194
11/1/2014,251945,101305.8571,79014.8,NA,NA,19,6,5,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,662.4834689,2.598243132,0,0,408,2659.077363,251945,101305.8571,79014.8
12/1/2014,236510,106840,85523.25,NA,NA,23,4,4,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,662.8252954,2.611351131,0,0,925,2663.455944,236510,106840,85523.25
1/1/2015,227562.75,93332.85714,65719,88874,78640,22,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,663.1636279,2.869195475,0,0,0,2667.90955,227562.75,93332.85714,65719
2/1/2015,245119.6316,94641.8,69431,94726,74406,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,663.5065037,2.859632966,0,0,105.1578947,2672.311426,245119.6316,94641.8,69431
3/1/2015,250477.9091,107723,80340.6,107723,80341,22,4,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,663.8532741,2.855150454,0,0,10.45454545,2676.499559,250477.9091,107723,80340.6
4/1/2015,257900.6818,122708.75,89893.5,122709,89894,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,664.2011188,2.851723733,0,0,453.4545455,2680.303124,257900.6818,122708.75,89893.5
5/1/2015,264202.45,114788.1667,95415.2,119435,94771,21,5,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,664.5479436,2.839631549,0,0,127.5,2683.719622,264202.45,114788.1667,95415.2
6/1/2015,266463.4545,116407.75,97615.25,116408,97615,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,664.8945588,2.834788652,0,0,588.2272727,2687.419864,266463.4545,116407.75,97615.25
7/1/2015,266461.5455,120634,91505,116885,100330,23,4,4,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,665.2425007,2.838185636,0,0,1031.318182,2692.242989,266461.5455,120634,91505
8/1/2015,258771.3333,119476.6,95663.6,119477,95664,21,5,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,665.5925683,2.83657838,0,0,522.952381,2698.719662,258771.3333,119476.6,95663.6
9/1/2015,268852.7619,118216.6,95914.25,124026,95727,22,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,665.9426106,2.830729475,0,0,188.9047619,2706.146658,268852.7619,118216.6,95914.25
10/1/2015,271628.8636,123323,93542.75,123323,117169,21,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,666.2897392,2.834756133,0,0,0,2713.512278,271628.8636,123323,93542.75
11/1/2015,266531.8421,112582.8333,92891.6,113984,114775,20,5,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,666.632397,2.840251677,0,0,0,2719.915337,266531.8421,112582.8333,92891.6
12/1/2015,247857.1818,115033.2,97921,125486,92981,23,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,666.974352,2.851921205,0,0,577.5,2724.896709,247857.1818,115033.2,97921
1/1/2016,250484.3684,93650.42857,67581.4,87875,79155,21,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,667.3207036,2.847528443,0,0,0,2728.107779,250484.3684,93650.42857,67581.4
2/1/2016,259080.7,101432.6,77495.75,102088,81759,21,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,667.6744223,2.841710589,0,0,155.35,2729.585013,259080.7,101432.6,77495.75
3/1/2016,265123.4348,119979.25,82666.75,119979,82667,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,668.0299625,2.834832013,0,0,8.304347826,2730.905192,265123.4348,119979.25,82666.75
4/1/2016,269588.2857,117505.2,88256.5,117505,88257,21,5,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,668.3796496,2.82283936,0,0,536.1904762,2734.030177,269588.2857,117505.2,88256.5
5/1/2016,271904.3333,110346.6,88916.4,117629,87633,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,668.7181719,2.815410046,0,0,0,2740.181529,271904.3333,110346.6,88916.4
6/1/2016,277941.5909,120929.75,94236.75,120930,94237,22,4,4,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,669.0496686,2.809381833,0,0,4.772727273,2747.619619,277941.5909,120929.75,94236.75
7/1/2016,272429.85,109279.8333,91290.6,111618,92341,21,5,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,669.3806418,2.81103302,0,0,369.25,2753.86452,272429.85,109279.8333,91290.6
8/1/2016,269425.1739,97194.75,78344,NA,NA,23,4,4,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,669.7162952,2.806372085,0,0,15.2173913,2757.299306,269425.1739,97194.75,78344
9/1/2016,277863.7143,104241.4,83959,NA,NA,22,4,4,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,670.0566395,2.801684228,0,0,275.6190476,2759.759058,277863.7143,104241.4,83959
10/1/2016,273053.9524,99278.6,76732.4,NA,NA,20,6,5,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,670.4003867,2.800244959,116.6666667,8.4,375.45,2763.941857,273053.9524,99278.6,76732.4
11/1/2016,275303.25,105661.3333,79026.25,NA,NA,21,5,4,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0,670.7455435,2.795335083,0,0,0.157894737,2771.618001,275303.25,105661.3333,79026.25
12/1/2016,258947.0476,101106.1667,76749.75,NA,NA,22,5,4,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,671.0872937,2.793039172,0,0,0,2780.846647,258947.0476,101106.1667,76749.75
1/1/2017,266693.25,98820.16667,78604.8,97010,85415,22,4,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,671.4201152,2.777384917,0,0,153.05,2788.759168,266693.25,98820.16667,78604.8
2/1/2017,266070.3158,112091.8,80353.75,110189,88224,20,4,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,671.7411475,2.769654452,7.2,0,207.2105263,2793.318096,266070.3158,112091.8,80353.75
3/1/2017,265085.3913,107578,77458.5,107578,77459,23,4,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,672.058175,2.770482506,0,10.75,1659.130435,2795.810605,265085.3913,107578,77458.5
4/1/2017,278387.45,121896.8,93565.2,121897,93565,20,5,5,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,672.3816435,2.766698203,431.8,0,10963.9,2798.355025,278387.45,121896.8,93565.2
5/1/2017,284091.6364,103471.8,92974,110589,89380,23,4,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,672.7168273,2.764273835,0,0,0,2802.482385,284091.6364,103471.8,92974
