month,real_fare,man_hud_KEEP,man_hud_opt,man_hud_pess,population_hud_opt,population_hud_pess,real_fare_q1_KEEP,pop_hudson_KEEP,real_fare_test,fare_nominal,cpi_national_2020_06
8/1/34,2.75,3101.964441,3110.869256,3012.070916,742.5530435,742.5530435,2.75,742.2707163,2.75,2.75,336.8628587
9/1/34,2.75,3103.438481,3112.58597,3013.502239,742.6517957,742.6517957,2.75,742.3657021,2.75,2.75,337.431492
10/1/34,2.75,3104.91345,3114.305723,3014.934464,742.7502268,742.7502268,2.75,742.458636,2.75,2.75,337.996
11/1/34,2.75,3106.398326,3116.041177,3016.376309,742.853031,742.853031,2.75,742.5539212,2.75,2.75,338.5542322
12/1/34,2.75,3107.893213,3117.787319,3017.827875,742.9565809,742.9565809,2.75,742.6516105,2.75,2.75,339.111034
1/1/35,2.75,3109.395997,3119.534718,3019.287109,743.0551686,743.0551686,2.75,742.7506689,2.75,2.75,339.673
2/1/35,2.75,3110.902194,3121.276428,3020.749657,743.1466988,743.1466988,2.75,742.8500105,2.75,2.75,340.2446569
3/1/35,2.75,3112.397845,3123.015455,3022.201964,743.2435257,743.2435257,2.75,742.9483457,2.75,2.75,340.8222608
4/1/35,2.75,3113.866621,3124.75729,3023.628176,743.3616163,743.3616163,2.75,743.0443342,2.75,2.75,341.4
5/1/35,2.75,3115.303898,3126.499685,3025.023801,743.5035856,743.5035856,2.75,743.1369201,2.75,2.75,341.9736957
6/1/35,2.75,3116.751864,3128.209436,3026.429806,743.6186422,743.6186422,2.75,743.2261857,2.75,2.75,342.5457006
7/1/35,2.75,3118.264413,3129.845599,3027.898522,743.6426431,743.6426431,2.75,743.312498,2.75,2.75,343.12
8/1/35,2.75,3119.853012,3131.397911,3029.441084,743.5645092,743.5645092,2.75,743.3985961,2.75,2.75,343.6990787
9/1/35,2.75,3121.359424,3132.97884,3030.903841,743.5854164,743.5854164,2.75,743.4967072,2.75,2.75,344.2794184
10/1/35,2.75,3122.582985,3134.731535,3032.091944,743.9596048,743.9596048,2.75,743.6214309,2.75,2.75,344.856
11/1/35,2.75,3123.411664,3136.741075,3032.896609,744.831173,744.831173,2.75,743.779469,2.75,2.75,345.4258042
12/1/35,2.75,3124.087954,3138.860267,3033.5533,745.9036552,745.9036552,2.75,743.9459331,2.75,2.75,344.856
1/1/36,2.75,3124.942977,3140.883845,3034.383545,746.7704445,746.7704445,2.75,744.088037,2.75,2.75,345.993811
2/1/36,2.75,3126.216904,3142.663324,3035.620554,747.1363354,747.1363354,2.75,744.1821254,2.75,2.75,344.856
3/1/36,2.75,3127.786095,3144.277332,3037.14427,747.1517282,747.1517282,2.75,744.2410657,2.75,2.75,346.567
4/1/36,2.75,3129.435954,3145.861272,3038.746317,747.0784244,747.0784244,2.75,744.2868558,2.75,2.75,347.1501859
5/1/36,2.75,3130.993819,3147.509952,3040.259036,747.1195778,747.1195778,2.75,744.3375408,2.75,2.75,347.7395229
6/1/36,2.75,3132.454749,3149.15579,3041.677629,747.2437504,747.2437504,2.75,744.3953534,2.75,2.75,348.329
7/1/36,2.75,3133.855735,3150.690607,3043.038015,747.3608563,747.3608563,2.75,744.4585732,2.75,2.75,348.914304
8/1/36,2.75,3135.238469,3152.070822,3044.380678,747.4145315,747.4145315,2.75,744.5300198,2.75,2.75,349.4979123
9/1/36,2.75,3136.663455,3153.511252,3045.764369,747.4832987,747.4832987,2.75,744.6306716,2.75,2.75,350.084
10/1/36,2.75,3138.1959,3155.291314,3047.252404,747.6794028,747.6794028,2.75,744.7860469,2.75,2.75,350.6751535
11/1/36,2.75,3139.872055,3157.576189,3048.879985,748.0699654,748.0699654,2.75,745.0065573,2.75,2.75,351.2676055
12/1/36,2.75,3141.612348,3160.07411,3050.569845,748.5416172,748.5416172,2.75,745.2421869,2.75,2.75,351.856
1/1/37,2.75,3143.308253,3162.379078,3052.216604,748.9358657,748.9358657,2.75,745.4278131,2.75,2.75,352.4371188
2/1/37,2.75,3144.880253,3164.197369,3053.743048,749.1377546,749.1377546,2.75,745.5167581,2.75,2.75,353.0162952
3/1/37,2.75,3146.36487,3165.68438,3055.184641,749.2064712,749.2064712,2.75,745.5361234,2.75,2.75,353.601
4/1/37,2.75,3147.827635,3167.107786,3056.605016,749.2447386,749.2447386,2.75,745.5314551,2.75,2.75,354.1963711
5/1/37,2.75,3149.316793,3168.661237,3058.051019,749.3302398,749.3302398,2.75,745.5400664,2.75,2.75,354.7982138
6/1/37,2.75,3150.811442,3170.242282,3059.502354,749.4404964,749.4404964,2.75,745.5663374,2.75,2.75,355.4
7/1/37,2.75,3152.273391,3171.674444,3060.921936,749.5279895,749.5279895,2.75,745.6064154,2.75,2.75,355.9970633
8/1/37,2.75,3153.685114,3172.880248,3062.292748,749.5699693,749.5699693,2.75,745.6631705,2.75,2.75,356.592183
9/1/37,2.75,3155.111741,3174.178232,3063.678032,749.6427613,749.6427613,2.75,745.7663657,2.75,2.75,357.19
10/1/37,2.75,3156.639063,3175.985938,3065.161093,749.8474597,749.8474597,2.75,745.9524868,2.75,2.75,357.7933387
11/1/37,2.75,3158.319478,3178.549744,3066.79281,750.2423303,750.2423303,2.75,746.2356768,2.75,2.75,358.3977579
12/1/37,2.75,3160.071804,3181.431381,3068.494354,750.7143247,750.7143247,2.75,746.5407061,2.75,2.75,358.997
1/1/38,2.75,3161.781462,3184.021418,3070.154467,751.107566,751.107566,2.75,746.7700016,2.75,2.75,359.5873227
2/1/38,2.75,3163.364199,3185.878948,3071.691337,751.3091896,751.3091896,2.75,746.8537824,2.75,2.75,360.1750447
3/1/38,2.75,3164.857057,3187.237167,3073.140933,751.3783802,751.3783802,2.75,746.8334345,2.75,2.75,360.769
4/1/38,2.75,3166.327404,3188.497794,3074.56867,751.4173346,751.4173346,2.75,746.7781357,2.75,2.75,361.3753336
5/1/38,2.75,3167.824912,3189.954651,3076.022781,751.5033112,751.5033112,2.75,746.7445348,2.75,2.75,361.9894338
6/1/38,2.75,3169.328474,3191.469958,3077.482771,751.6138136,751.6138136,2.75,746.7391642,2.75,2.75,362.604
7/1/38,2.75,3170.799288,3192.798035,3078.910961,751.7014068,751.7014068,2.75,746.7560274,2.75,2.75,363.2137134
8/1/38,2.75,3172.219417,3193.827063,3080.289935,751.7434491,751.7434491,2.75,746.7980425,2.75,2.75,363.821183
9/1/38,2.75,3173.654394,3194.980657,3081.683327,751.8164727,751.8164727,2.75,746.9037871,2.75,2.75,364.431
10/1/38,2.75,3175.190617,3196.816292,3083.175031,752.0218033,752.0218033,2.75,747.1207536,2.75,2.75,365.0460722
11/1/38,2.75,3176.880873,3199.662617,3084.816304,752.4178284,752.4178284,2.75,747.4668306,2.75,2.75,365.6625749
12/1/38,2.75,3178.643503,3202.932972,3086.527854,752.8911829,752.8911829,2.75,747.8414917,2.75,2.75,366.275
1/1/39,2.75,3180.363237,3205.811872,3088.197751,753.2855636,753.2855636,2.75,748.1146068,2.75,2.75,366.8800347
2/1/39,2.75,3181.955306,3207.709286,3089.743682,753.4877931,753.4877931,2.75,748.1932133,2.75,2.75,367.483147
3/1/39,2.75,3183.456946,3208.937002,3091.201805,753.5571979,753.5571979,2.75,748.1330194,2.75,2.75,368.092
4/1/39,2.75,3184.935896,3210.032267,3092.637896,753.5962304,753.5962304,2.75,748.0269009,2.75,2.75,368.711826
5/1/39,2.75,3186.442119,3211.390343,3094.100469,753.6823618,753.6823618,2.75,747.9509061,2.75,2.75,369.3381335
6/1/39,2.75,3187.954478,3212.838571,3095.569001,753.7931386,753.7931386,2.75,747.9137729,2.75,2.75,369.964
7/1/39,2.75,3189.434061,3214.06231,3097.005707,753.8811263,753.8811263,2.75,747.9074119,2.75,2.75,370.5846242
8/1/39,2.75,3190.862851,3214.915181,3098.393092,753.9236475,753.9236475,2.75,747.9347996,2.75,2.75,371.2036893
9/1/39,2.75,3192.306411,3215.923856,3099.794818,753.9970532,753.9970532,2.75,748.0431767,2.75,2.75,371.827
10/1/39,2.75,3193.851198,3217.783266,3101.294837,754.202452,754.202452,2.75,748.2908501,2.75,2.75,372.4580477
11/1/39,2.75,3195.550214,3220.904501,3102.944617,754.5982923,754.5982923,2.75,748.6994198,2.75,2.75,373.0910721
12/1/39,2.75,3197.322644,3224.563274,3104.665683,755.0723839,755.0723839,2.75,749.1436587,2.75,2.75,373.718
1/1/40,2.75,3199.054218,3227.751452,3106.347076,755.4698767,755.4698767,2.75,749.461633,2.75,2.75,374.3337777
2/1/40,2.75,3200.660022,3229.731314,3107.906345,755.6776681,755.6776681,2.75,749.5373024,2.75,2.75,374.9454296
3/1/40,2.75,3202.172574,3230.84678,3109.375064,755.7496457,755.7496457,2.75,749.4382005,2.75,2.75,375.563
4/1/40,2.75,3203.65375,3231.712178,3110.813316,755.7814444,755.7814444,2.75,749.2777544,2.75,2.75,376.1936194
5/1/40,2.75,3205.152483,3232.812837,3112.268616,755.8492566,755.8492566,2.75,749.1507966,2.75,2.75,376.8327649
6/1/40,2.75,3206.665941,3234.118075,3113.738215,755.9515042,755.9515042,2.75,749.0777822,2.75,2.75,377.473
7/1/40,2.75,3208.178351,3235.468208,3115.206796,756.0671665,756.0671665,2.75,749.0605717,2.75,2.75,378.1087075
8/1/40,2.75,3209.676529,3236.729353,3116.661557,756.1791112,756.1791112,2.75,749.1047445,2.75,2.75,378.7415477
9/1/40,2.75,3211.157642,3237.87083,3118.099748,756.2857602,756.2857602,2.75,749.2307557,2.75,2.75,379.375
10/1/40,2.75,3212.621447,3238.887756,3119.521133,756.3894239,756.3894239,2.75,749.462779,2.75,2.75,380.01218
11/1/40,2.75,3212.621447,3238.887756,3119.521133,756.3894239,756.3894239,2.75,749.462779,2.75,2.75,380.6547479
12/1/40,2.75,3212.621447,3238.887756,3119.521133,756.3894239,756.3894239,2.75,749.462779,2.75,2.75,381.304
