Month,,,Port Authority Area,New York City,Bronx County,Kings County,Nassau County,New York County,Queens County,Richmond County,Rockland County,Suffolk County,Westchester County,Bergen County,Essex County,Hudson County,Middlesex County,Monmouth County,Morris County,Passaic County,Somerset County,Union County,PA.Moderate,PA.Protracted
7/1/33,,Q3,9786.591,5005.232738,351.6544949,965.0665797,642.5795113,2730.560444,822.8918731,135.0593454,138.5339033,704.2083091,414.1703969,459.9448577,379.7063083,301.5674602,469.6573017,280.6088995,343.1323639,169.0195844,225.3096479,252.9214182,9786.591,9786.591
10/1/33,,Q4,9799.902,5015.021132,352.1741327,968.441249,642.9479419,2734.188755,825.0317757,135.1852193,138.7030683,705.2035786,413.8783367,459.9546782,379.807912,302.0395776,470.1585947,280.759049,343.6578996,168.9666497,225.7363129,253.0679689,9799.902,9799.902
1/1/34,2034,Q1,9813.236,5024.827302,352.6967314,971.832565,643.3216585,2737.801736,827.1838014,135.3124683,138.8730296,706.2047739,413.5872892,459.9622416,379.9091936,302.5125111,470.658745,280.9095408,344.1830537,168.9127323,226.1616901,253.2140387,9813.236,9813.236
4/1/34,,Q2,9826.718,5034.704697,353.2236761,975.2452399,643.7037731,2741.447165,829.3476636,135.4409526,139.0448413,707.2159495,413.300768,459.9783778,380.014651,302.9892845,471.1673382,281.0639678,344.7148904,168.861823,226.591641,253.364897,9826.718,9826.718
7/1/34,,Q3,9839.872,5044.409833,353.741598,978.6331469,644.0705939,2744.975113,831.4940471,135.5659275,139.2119725,708.2152081,413.0008898,459.9750359,380.1081416,303.4568682,471.6575262,281.2073253,345.2343473,168.8047309,227.0130693,253.5074582,9839.872,9839.872
10/1/34,,Q4,9852.843,5054.015352,354.253534,982.0044502,644.4262463,2748.447621,833.6220375,135.6877087,139.3758743,709.2065824,412.6927871,459.9629475,380.1938847,303.9174935,472.1365409,281.3443801,345.7490313,168.7444766,227.4320912,253.6458124,9852.843,9852.843
1/1/35,2035,Q1,9865.863,5063.653046,354.7682373,985.3920412,644.7877728,2751.919992,835.7619463,135.8108288,139.5405505,710.2032917,412.3860514,459.9507838,380.2800636,304.3798169,472.6168647,281.4822093,346.2645581,168.6840963,227.8509275,253.7846673,9865.863,9865.863
4/1/35,,Q2,9878.977,5073.342688,355.2857673,988.7966599,645.1556886,2755.41413,837.911432,135.9346995,139.7064293,711.208688,412.0823148,459.9418269,380.367775,304.8436286,473.1010855,281.6216344,346.7833867,168.6244217,228.2716783,253.9254537,9878.977,9878.977
7/1/35,,Q3,9891.821,5082.883615,355.7954879,992.1793141,645.5099056,2758.808194,840.0451683,136.0554506,139.8680697,712.2030917,411.7669768,459.9183468,380.4463497,305.3005474,473.5711308,281.7522985,347.2931534,168.5604141,228.6864681,254.0603326,9891.821,9891.821
10/1/35,,Q4,9904.429,5092.300202,356.2972841,995.5381143,645.8501534,2762.136532,842.1560772,136.1721946,140.0258207,713.1891802,411.4416121,459.8834166,380.5144294,305.7475272,474.0277907,281.8737008,347.7957352,168.4920278,229.0976819,254.1892218,9904.429,9904.429
