,Port.Authority.Area,New.York.City,Bronx.County,Kings.County,Nassau.County,New.York.County,Queens.County,Richmond.County,Rockland.County,Suffolk.County,Westchester.County,Bergen.County,Essex.County,Hudson.County,Middlesex.County,Monmouth.County,Morris.County,Passaic.County,Somerset.County,Union.County,PA.Moderate,PA.Protracted,New.York.Co.Protracted,Hudson.Co.Protracted,Man.Hud.Emp.Moderate,Man.Hud.Emp.Protracted
11/1/96,7530.945364,3431.179371,269.3583984,501.6627354,581.6745309,2021.380906,539.3718397,99.40549114,97.7923957,525.0311665,385.6034156,446.8010223,371.2450154,236.5200343,385.111288,224.6154268,260.7828125,179.9418227,167.9474551,236.7002874,7552.459666,7552.459666,2021.380906,236.5200343,2257.90094,2257.90094
12/1/96,7539.367125,3434.030519,269.419114,500.9933523,581.0933313,2024.593342,539.6288761,99.39583336,97.79784045,524.811168,385.8831113,447.498346,371.6436272,237.2616258,386.4097057,225.6823429,262.2620663,179.6325668,168.8763901,236.4847798,7567.534475,7567.534475,2024.593342,237.2616258,2261.854968,2261.854968
1/1/97,7549.184,3437.886039,269.5053383,500.4756523,580.5558211,2028.194726,540.3035149,99.40680692,97.87079129,524.8279336,385.984148,448.2842206,372.1092627,237.5616206,387.8842206,226.8769147,263.2762696,179.6197611,169.7833194,236.6634782,7582.639375,7582.639375,2028.194726,237.5616206,2265.756347,2265.756347
2/1/97,7561.267023,3443.398214,269.5244413,500.3251117,580.4780179,2032.557997,541.4626002,99.52806286,98.00105003,525.5902932,385.9103067,449.182407,372.5811857,237.3859077,389.2095642,227.8428659,263.5119487,180.0890527,170.5854816,237.5001424,7597.774425,7597.774425,2032.557997,237.3859077,2269.943905,2269.943905
3/1/97,7575.820487,3450.60132,269.5801083,500.548455,581.050415,2037.659522,543.0662339,99.7470006,98.14944526,526.8627651,386.0613946,450.1632932,372.9751295,236.9763952,390.2658889,228.5860218,263.3514789,180.9012441,171.2658432,238.60908,7612.939684,7612.939684,2037.659522,236.9763952,2274.635917,2274.635917
4/1/97,7592.882,3459.375135,269.8251036,501.1002186,582.4071249,2043.376524,545.0478321,100.0254567,98.26956224,528.2237895,386.9362257,451.1839235,373.200945,236.6439961,390.9847022,229.2027329,263.3511979,181.8359266,171.8238028,239.4422355,7628.135212,7628.135212,2043.376524,236.6439961,2280.02052,2280.02052
5/1/97,7612.19658,3469.422228,270.3607383,501.9239194,584.5407388,2049.542007,547.2716874,100.3238756,98.34412361,529.3613843,388.8322186,452.2019174,373.2254579,236.6215275,391.3880821,229.7916215,263.9128988,182.6818845,172.2547926,239.6173443,7643.361068,7643.361068,2049.542007,236.6215275,2286.163535,2286.163535
6/1/97,7632.338888,3479.736337,271.0825106,502.9189953,586.8777642,2055.812101,549.3255975,100.5971336,98.47240155,530.4018784,391.2412104,453.1771928,373.2433944,236.8294238,391.8603889,230.4603966,264.8201963,183.2646735,172.5383796,239.4153053,7658.617316,7658.617316,2055.812101,236.8294238,2292.641525,2292.641525
7/1/97,7651.591,3489.133996,271.8344657,503.9738646,588.7031875,2061.798715,550.7282365,100.7987148,98.7828056,531.5811781,393.4536428,454.0702424,373.5064555,237.1100234,392.8765536,231.3190388,265.7021606,183.4190424,172.6501648,239.2828082,7673.904023,7673.904023,2061.798715,237.1100234,2298.908738,2298.908738
8/1/97,7668.751992,3496.779725,272.4731663,504.9602039,589.5027781,2067.210281,551.2210155,100.915059,99.35282664,533.1249237,394.9349236,454.8838034,374.1768609,237.3520918,394.6597673,232.4092093,266.2955607,183.0922839,172.6061192,239.5813364,7689.221251,7689.221251,2067.210281,237.3520918,2304.562373,2304.562373
9/1/97,7684.688959,3503.230002,272.9052461,505.6827231,589.5654366,2072.141312,551.4362935,101.0644281,100.0562808,535.2176896,395.8503241,455.7895902,375.0589039,237.6301019,396.4262613,233.4992922,266.767961,182.6818672,172.5836949,240.3315472,7704.569045,7704.569045,2072.141312,237.6301019,2309.771414,2309.771414
10/1/97,7700.786,3509.389295,273.0498562,505.9293901,589.3808464,2076.782842,552.2291668,101.3980396,100.7160657,538.033784,396.5400815,457.0015617,375.8673961,238.0649537,397.1405273,234.289352,267.394625,182.6978058,172.8007141,241.4688916,7719.947447,7719.947447,2076.782842,238.0649537,2314.847796,2314.847796
11/1/97,7717.855861,3515.891408,272.8485037,505.5541539,589.3574733,2081.346184,554.1419205,102.0006458,101.1910766,541.5341755,397.2655413,458.6331986,376.4049979,238.7160916,396.1687079,234.5647083,268.3767266,183.4680614,173.3985614,242.885252,7735.356514,7735.356514,2081.346184,238.7160916,2320.062275,2320.062275
12/1/97,7734.425869,3522.287501,272.3321185,504.674886,589.5789125,2086.123761,556.4655959,102.6911381,101.4842007,544.8264742,397.9724815,460.396068,376.8257651,239.397138,394.4835498,234.4516999,269.6190822,184.5923895,174.2128697,244.2982369,7750.796364,7750.796364,2086.123761,239.397138,2325.5209,2325.5209
1/1/98,7748.452,3527.85807,271.5539865,503.4754387,590.0475418,2091.428278,558.1784235,103.2219426,101.6343229,546.8049507,398.5277884,461.9012589,377.371602,239.8602599,393.4594509,234.1619208,270.952419,185.4884942,175.0028343,245.3818866,7766.267132,7766.267132,2091.428278,239.8602599,2331.288538,2331.288538
2/1/98,7758.838862,3532.365329,270.6149981,502.2571018,590.7539054,2097.484383,558.5863596,103.4224862,101.6980524,546.7986714,398.850647,462.8725879,378.20524,239.9653422,394.0366649,233.8804228,272.2281367,185.7205587,175.5595825,245.9045504,7781.768894,7781.768894,2097.484383,239.9653422,2337.449725,2337.449725
3/1/98,7768.285601,3537.498358,269.8064623,501.7909145,591.6412135,2104.164517,558.3062645,103.4301991,101.8028954,545.8758866,399.0694369,463.4847818,379.1727177,240.0031416,395.4188691,233.6860899,273.3803251,185.438683,175.8019707,246.011815,7797.301498,7797.301498,2104.164517,240.0031416,2344.167659,2344.167659
4/1/98,7780.44,3545.427949,269.4672928,502.9653536,592.6408431,2111.253066,558.2827243,103.4595124,102.0940821,545.5396424,399.3648366,464.0252954,380.0409006,240.3721328,396.3755966,233.6312643,274.3637469,184.9394463,175.6807874,245.9435765,7812.864734,7812.864734,2111.253066,240.3721328,2351.625199,2351.625199
5/1/98,7797.602175,3557.330342,269.8118685,506.1965649,593.6788188,2118.42388,559.2314959,103.6665329,102.6500999,546.8431815,399.8414836,464.7304124,380.6214097,241.3077644,396.0778882,233.7582701,275.1599334,184.4951659,175.2039231,245.902958,7828.458606,7828.458606,2118.42388,241.3077644,2359.731645,2359.731645
6/1/98,7816.681578,3570.403548,270.5564292,510.0113713,594.6597564,2124.90866,560.9530188,103.9740694,103.2824637,549.0405329,400.299852,465.6317341,380.9048872,242.3933801,395.3028152,234.0693596,275.857492,184.281111,174.6076764,245.9459917,7844.083977,7844.083977,2124.90866,242.3933801,2367.30204,2367.30204
7/1/98,7833.24,3580.851023,271.2926803,512.464265,595.4829195,2129.828568,563.0189035,104.2466067,103.7359452,550.935922,400.4643753,466.709691,380.9267309,243.0492976,395.2289562,234.5567668,276.5717988,184.4482888,174.185448,246.0919369,7859.741923,7859.741923,2129.828568,243.0492976,2372.877866,2372.877866
8/1/98,7844.758662,3586.25139,271.7226609,512.3189932,596.1321728,2132.778574,565.0269266,104.404236,103.8531987,551.748296,400.227876,467.9289344,380.7865131,242.887087,396.7168918,235.2107821,277.4282345,185.0572894,174.1604292,246.3694654,7875.432721,7875.432721,2132.778574,242.887087,2375.665661,2375.665661
9/1/98,7856.396529,3589.683946,271.9897463,511.1763238,596.9297847,2135.248871,566.6795301,104.5894754,103.8684081,552.3554895,400.1567337,469.1909984,380.8405042,242.2833283,399.3552087,236.0139201,278.5921977,185.8070343,174.4749734,246.8448986,7891.153446,7891.153446,2135.248871,242.2833283,2377.532199,2377.532199
10/1/98,7875.232,3595.603157,272.3476461,511.3462797,598.2826247,2139.203459,567.7053225,105.0004497,104.1136395,554.0500586,400.9857174,470.381638,381.5091494,241.8058538,402.4144954,236.9467519,280.2390913,186.3060281,175.0012245,247.5939704,7906.900374,7906.900374,2139.203459,241.8058538,2381.009313,2381.009313
11/1/98,7905.464472,3606.904598,272.9788778,514.3999911,600.4208563,2145.792889,567.9789231,105.7539167,104.8074699,557.6596965,403.1653223,471.4037089,383.0336254,241.9085672,405.2363059,237.9657165,282.4284717,186.290701,175.6060672,248.6343151,7922.672768,7922.672768,2145.792889,241.9085672,2387.701457,2387.701457
12/1/98,7939.777341,3620.248292,273.781192,518.9530172,602.8678186,2152.913921,567.9589952,106.641166,105.7145191,562.1526437,406.0089485,472.2284697,384.9380362,242.5896572,407.446057,238.9307264,284.7565085,186.0091868,176.1353483,249.7511686,7938.481837,7938.481837,2152.913921,242.5896572,2395.503579,2395.503579
1/1/99,7967.975,3630.735371,274.5811471,522.8820245,604.9701448,2157.649866,568.2502129,107.3721202,106.4859178,566.0322777,408.5457225,472.84428,386.5672177,243.7333835,408.7401311,239.6775622,286.7035243,185.8375453,176.4296553,250.6716673,7954.341777,7954.341777,2157.649866,243.7333835,2401.38325,2401.38325
2/1/99,7982.957746,3635.041774,275.2394309,524.6040169,606.2303755,2158.18445,569.2760233,107.737853,106.8684645,568.2114652,410.0475541,473.2538652,387.4337689,245.1699606,409.0394626,240.1035058,287.875559,186.0555359,176.4246059,251.2013915,7970.255636,7970.255636,2158.18445,245.1699606,2403.35441,2403.35441
3/1/99,7990.009478,3636.142664,275.7532471,524.6973482,606.7746816,2157.103061,570.7349648,107.8540428,106.9916298,569.2410296,410.7574874,473.5174149,387.7213422,246.5134208,409.1631941,240.3518443,288.3815207,186.5577173,176.4359384,251.459697,7986.18188,7986.18188,2157.103061,246.5134208,2403.616482,2403.616482
4/1/99,7997.51,3638.588011,276.1539285,524.2807092,606.8851412,2158.091505,572.1443487,107.9175192,107.080552,570.0812837,411.1613497,473.7094846,387.781353,247.323751,410.1550203,240.6273662,288.4560343,187.1423479,176.8744215,251.6443836,8002.067827,8002.067827,2158.091505,247.323751,2405.415256,2405.415256
5/1/99,8011.598249,3645.663706,276.4796485,524.2613283,606.7791543,2163.661758,573.1781385,108.0828325,107.2968914,571.4446953,411.6197294,473.8922981,387.9127703,247.3256172,412.6790716,241.0795402,288.3597411,187.6476802,177.986207,251.9114704,8017.902394,8017.902394,2163.661758,247.3256172,2410.987375,2410.987375
6/1/99,8029.449709,3655.599331,276.7959427,524.7005821,606.4154076,2171.630482,574.136907,108.3354165,107.548395,573.0523536,411.9922577,474.0787515,388.2047758,246.902402,415.8812213,241.6365565,288.4573472,188.0719432,179.3589793,252.2498544,8033.840893,8033.840893,2171.630482,246.902402,2418.532885,2418.532885
7/1/99,8045.999,3665.360392,277.1751874,525.4483845,605.6879093,2178.640515,575.4778793,108.6184258,107.6793313,574.3775028,412.0133266,474.2694091,388.6941048,246.6021675,418.5277784,242.171286,289.1395747,188.45336,180.4158061,252.6066517,8050.080234,8050.080234,2178.640515,246.6021675,2425.242683,2425.242683
8/1/99,8057.762109,3672.688734,277.6293635,526.3791293,604.607577,2182.397432,577.4153144,108.8674945,107.5805733,575.0504341,411.5351268,474.469137,389.3989026,246.8619862,419.7391026,242.6000657,290.6299667,188.8380661,180.7940374,252.9682439,8066.662079,8066.662079,2182.397432,246.8619862,2429.259418,2429.259418
9/1/99,8067.580499,3678.431559,277.9288701,527.4651301,603.6529657,2184.857778,579.1916067,108.9881748,107.3294104,575.3296261,410.8810432,474.7000084,390.2629556,247.6749734,420.0517562,243.0130983,292.4833495,189.3038465,180.9881525,253.4780729,8083.007099,8083.007099,2184.857778,247.6749734,2432.532752,2432.532752
10/1/99,8079.877,3684.212413,277.7837109,528.7031808,603.4195398,2189.040839,579.8061845,108.8784986,107.0497363,575.6306041,410.4922596,474.9883982,391.2114605,248.9232551,420.3563521,243.5440532,294.0873704,189.9363985,181.706913,254.3188459,8098.380716,8098.380716,2189.040839,248.9232551,2437.964094,2437.964094
11/1/99,8098.004351,3691.480104,277.0866845,530.1133774,604.3143387,2197.138889,578.640702,108.5004518,106.8505304,576.2986855,410.6910728,475.3935403,392.153124,250.4705045,421.3039702,244.2938257,295.0128325,190.7654567,183.4229761,255.5537814,8112.627746,8112.627746,2197.138889,250.4705045,2447.609393,2447.609393
12/1/99,8121.034924,3700.984507,276.4617696,531.8090258,605.9907021,2208.036158,576.6057169,108.0718369,106.7811149,577.3983546,411.3242324,476.1061038,392.9306937,252.1065826,422.5875589,245.2322157,295.5631622,191.5969046,185.6645821,256.7681438,8127.910579,8127.910579,2208.036158,252.1065826,2460.142741,2460.142741
1/1/00,8146.971,3713.300764,276.7157399,533.9267343,607.9135449,2219.789866,574.994013,107.8744104,106.8758978,578.9238879,412.1196013,477.3496167,393.3704271,253.6028977,423.6605335,246.2962495,296.2249416,192.1806626,187.7238668,257.4277089,8146.971,8146.971,2219.789866,253.6028977,2473.392764,2473.392764
2/1/00,8173.340303,3728.175385,278.3195664,536.4254551,609.5976117,2230.604751,574.7301027,108.0955092,107.1390003,580.7844781,412.8612489,479.1960321,393.3681606,254.7883376,424.1131258,247.3874637,297.3507916,192.3350821,189.0352551,257.2079841,8170.891029,8170.891029,2230.604751,254.7883376,2485.393089,2485.393089
3/1/00,8195.772324,3742.040365,280.4010091,538.5535161,610.756967,2239.275633,575.2654141,108.5447914,107.4533965,582.5489838,413.5580708,481.1110034,393.0980447,255.7217084,424.0828339,248.2654372,298.7574873,192.1522372,189.6023271,256.6234036,8194.11363,8194.11363,2239.275633,255.7217084,2494.997342,2494.997342
4/1/00,8209.422,3750.499066,281.752025,539.381589,611.1555051,2244.744852,575.683104,108.9374955,107.6717738,583.7011805,414.275169,482.4086095,392.8038085,256.5192961,423.8439722,248.6542594,300.1278425,191.7926326,189.5709519,256.3981331,8209.422,8209.422,2244.744852,256.5192961,2501.264148,2501.264148
