,Port.Authority.Area,New.York.City,Bronx.County,Kings.County,Nassau.County,New.York.County,Queens.County,Richmond.County,Rockland.County,Suffolk.County,Westchester.County,Bergen.County,Essex.County,Hudson.County,Middlesex.County,Monmouth.County,Morris.County,Passaic.County,Somerset.County,Union.County,PA.Moderate,PA.Protracted,New.York.Co.Protracted,Hudson.Co.Protracted,Man.Hud.Emp.Moderate,Man.Hud.Emp.Protracted
5/1/00,8211.633217,3750.886084,281.5459362,538.3132134,610.6794849,2246.621872,575.3403901,109.0646713,107.6915212,583.9318575,415.0740337,482.6050756,392.7196884,257.2806796,423.6004398,248.4102016,301.179382,191.4055174,189.1334367,257.036051,8212.289498,8212.289498,2246.621872,257.2806796,2503.902552,2503.902552
6/1/00,8208.505669,3747.460937,280.4815243,536.0834009,609.7046233,2247.184662,574.6907336,109.020615,107.5888345,583.7598616,416.0017071,482.0252141,393.041949,258.0386114,423.2744737,247.9182617,301.7684749,191.0951169,188.6678409,258.1598854,8208.950114,8208.950114,2247.184662,258.0386114,2505.223274,2505.223274
7/1/00,8208.328,3746.214375,279.6389358,533.760031,608.7290018,2249.378317,574.4616568,108.9754343,107.4846109,583.9110535,417.1016195,481.195984,393.9573625,258.8091369,422.7178954,247.6956194,301.7862012,190.9544008,188.5986622,259.1720769,8208.328,8208.328,2249.378317,258.8091369,2508.187454,2508.187454
8/1/00,8217.170978,3751.513527,279.818305,532.2304092,608.2193001,2255.202455,575.1978944,109.0644638,107.4836842,584.9583965,418.3851956,480.5843702,395.4627896,259.5155328,421.9338001,248.1250573,301.1923324,191.0149292,189.1885064,259.5935212,8216.995128,8216.995128,2255.202455,259.5155328,2514.717988,2514.717988
9/1/00,8232.233854,3761.231035,280.6997171,531.6595452,608.5165914,2262.874795,576.7130313,109.2839467,107.6266331,586.863263,419.7358381,480.4174614,396.7954468,259.7099994,421.5303776,249.0517698,300.2214063,191.0626245,190.0524119,259.4189344,8232.114765,8232.114765,2262.874795,259.7099994,2522.584795,2522.584795
10/1/00,8248.498,3771.615918,281.6832453,532.0318748,609.9305475,2269.667581,578.6378648,109.5953529,107.9379727,589.4341277,421.0049442,480.8623721,397.0026395,258.8519683,422.267091,250.186554,299.176652,190.8219995,190.6435254,258.7614876,8248.498,8248.498,2269.667581,258.8519683,2528.519549,2528.519549
11/1/00,8261.505501,3779.332918,282.2817701,533.2136959,612.4698452,2273.27889,580.6120956,109.946467,108.4124275,592.3830745,422.0531741,481.9770858,395.5152965,256.6784024,424.5687703,251.2772465,298.3272067,190.1284701,190.5911605,257.7898963,8261.55262,8261.55262,2273.27889,256.6784024,2529.957292,2529.957292
12/1/00,8269.041287,3782.709659,282.4594015,534.5987553,614.9391821,2273.110135,582.311037,110.2303312,108.9255592,595.036625,422.7782405,483.3830624,393.2988406,254.0363908,427.5217117,252.2198412,297.8058399,189.2610643,190.229299,256.895054,8269.073197,8269.073197,2273.110135,254.0363908,2527.146526,2527.146526
1/1/01,8269.451,3780.489488,282.2930569,535.462662,615.8422614,2268.988562,583.4189052,110.326302,109.323139,596.6249101,423.0871189,484.5926308,391.7023178,252.0505543,429.8775778,252.9473712,297.7112291,188.6097135,190.0680899,256.5233984,8269.451,8269.451,2268.988562,252.0505543,2521.039116,2521.039116
2/1/01,8262.352462,3772.520677,281.919643,535.3757518,614.2773558,2261.279532,583.7812895,110.1644604,109.5024833,596.7220745,422.955695,485.2042819,391.6643239,251.5206933,430.681666,253.4337044,298.0543262,188.445563,190.4470226,256.9213614,8262.339837,8262.339837,2261.279532,251.5206933,2512.800226,2512.800226
3/1/01,8252.45222,3763.071211,281.7160234,535.0872667,611.7210174,2252.500866,583.8892697,109.8777851,109.5670904,596.2783186,422.6354943,485.1611553,392.4816533,251.9473267,430.1538118,253.8160475,298.4951816,188.5646149,191.0229491,257.5353507,8252.44367,8252.44367,2252.500866,251.9473267,2504.448193,2504.448193
4/1/01,8245.729,3757.514001,282.1190508,535.6411754,610.2443681,2245.708497,584.3952985,109.6499795,109.6720038,596.5878568,422.4469519,484.4925526,393.0406501,252.5061531,428.8074857,254.2724416,298.6061199,188.6440856,191.2820623,257.6117677,8245.729,8245.729,2245.708497,252.5061531,2498.21465,2498.21465
5/1/01,8245.253798,3758.527364,283.3477752,537.6173783,611.2479014,2242.380367,585.5723769,109.6094664,109.9134777,598.4460626,422.5737033,483.2698485,392.5474826,252.5916155,427.1000242,254.920176,298.1370969,188.4210001,190.8792324,256.6790174,8245.257181,8245.257181,2242.380367,252.5916155,2494.971982,2494.971982
6/1/01,8242.466684,3758.011229,284.750036,539.7395022,613.4495966,2237.682444,586.1756997,109.6635476,110.1526081,600.6529462,422.6521844,481.7327099,391.487617,252.4731348,425.2642296,255.6335307,297.5485916,187.8716179,190.1440403,255.3935174,8242.468975,8242.468975,2237.682444,252.4731348,2490.155578,2490.155578
7/1/01,8225.9,3745.170932,285.4558696,540.2671052,614.8968043,2225.202702,584.5810098,109.6642447,110.1917015,601.5096769,422.1820308,480.1628765,390.6663435,252.6388762,423.4767704,256.226034,297.478714,187.0320069,189.5747445,254.6936888,8225.9,8225.9,2225.202702,252.6388762,2477.841578,2477.841578
8/1/01,8188.719718,3713.405614,284.8777734,538.0697398,614.2010576,2201.070485,579.8936866,109.4939291,109.9129338,599.8986505,420.8527388,478.8262683,390.6753237,253.4377952,421.9145733,256.5552588,298.349577,185.9927698,189.4988363,255.1993178,8188.718811,8188.718811,2201.070485,253.4377952,2454.50828,2454.50828
9/1/01,8142.626339,3672.889655,283.5580876,534.4569345,612.2306187,2171.580606,574.1376541,109.1563716,109.5179589,597.0271678,419.1132454,477.9255248,391.251703,254.6620087,420.7555965,256.6549581,299.7193053,185.0626473,189.5607385,256.255652,8142.625725,8142.625725,2171.580606,254.6620087,2426.242615,2426.242615
10/1/01,8103.954,3637.991239,282.3216132,531.3482119,610.417932,2145.569248,570.0664726,108.6856932,109.2882998,594.6837559,417.6023479,477.6474656,391.9189979,255.9644237,420.1780564,256.6029302,300.9300267,184.6049147,189.2341065,256.8893042,8103.954,8103.954,2145.569248,255.9644237,2401.533672,2401.533672
11/1/01,8084.765962,3619.560469,281.799867,530.202999,609.8383823,2129.783589,569.6336838,108.1403296,109.4235206,594.1874984,416.8144736,478.0149186,392.2923658,257.0058615,420.2745016,256.4752275,301.4685991,184.8427881,188.1637033,256.4029705,8084.766205,8084.766205,2129.783589,257.0058615,2386.789451,2386.789451
12/1/01,8080.041996,3614.375102,281.8512292,530.6403405,610.139115,2122.614799,571.5927562,107.6759767,109.7953481,594.9797042,416.6665691,478.3947447,392.3535274,257.4788,420.7948108,256.3409202,301.4008013,185.4392467,186.6787215,255.2036795,8080.04216,8080.04216,2122.614799,257.4788,2380.093599,2380.093599
1/1/02,8080.491,3615.694812,282.1407961,531.8191857,610.610216,2120.365045,573.8971397,107.4726454,110.1935499,596.0322385,416.9312111,477.9898131,392.1758441,257.0836311,421.4031951,256.2673328,300.9371423,185.9172105,185.279461,253.9745426,8080.491,8080.491,2120.365045,257.0836311,2377.448676,2377.448676
2/1/02,8078.52051,3617.814283,282.4081221,533.0335786,610.711262,2119.779752,574.9575982,107.6352318,110.4558912,596.5600951,417.3762942,476.2903262,391.8139179,255.6878442,421.7791041,256.2749486,300.2569053,185.9056405,184.3534346,253.2402151,8078.520444,8078.520444,2119.779752,255.6878442,2375.467596,2375.467596
3/1/02,8073.332604,3619.16824,282.6905952,534.1179425,610.5797939,2119.377379,575.0141509,107.9681721,110.612127,596.7507814,417.750985,473.9358188,391.247313,253.8273183,421.6629421,256.1968856,299.4144708,185.4576611,183.8370054,252.8915263,8073.33256,8073.33256,2119.377379,253.8273183,2373.204698,2373.204698
4/1/02,8065.828,3619.22642,283.1000617,535.0417954,610.5228436,2118.119645,574.7641308,108.2007877,110.7400101,597.0349334,417.799768,471.8531589,390.436834,252.2050298,420.8103519,255.8194203,298.4329936,184.7324377,183.5537494,252.660849,8065.828,8065.828,2118.119645,252.2050298,2370.324675,2370.324675
5/1/02,8057.081815,3617.656129,283.6695404,535.8197296,610.7853098,2115.273703,574.7439401,108.1492164,110.8986429,597.7155368,417.3966669,470.7474239,389.4023674,251.3478969,419.1317858,255.0451808,297.3965449,183.8965787,183.3412088,252.321612,8057.081832,8057.081832,2115.273703,251.3478969,2366.6216,2366.6216
6/1/02,8048.866773,3614.914948,284.1167411,536.6466343,611.3635594,2111.328454,574.8462569,107.9768625,111.0725274,598.5849768,416.9338614,470.436529,388.4001269,251.0786054,417.1569346,254.2422017,296.6328616,183.1464657,183.0927913,251.8114674,8048.866785,8048.866785,2111.328454,251.0786054,2362.407059,2362.407059
7/1/02,8043.13,3611.658028,284.0805459,537.7624729,612.1918259,2107.078234,574.8028285,107.9339468,111.2275154,599.3079887,416.9330702,470.5165987,387.7454084,251.0437831,415.5702982,253.8948688,296.5305968,182.6859233,182.7158711,251.109123,8043.13,8043.13,2107.078234,251.0437831,2358.122017,2358.122017
8/1/02,8041.237268,3608.540693,283.3594406,539.2958403,613.1852353,2103.210172,574.4722781,108.2029625,111.3420953,599.6825554,417.7101627,470.6232532,387.6643987,250.9451762,414.8289187,254.308824,297.3022291,182.643637,182.1580968,250.3025846,8041.237264,8041.237264,2103.210172,250.9451762,2354.155348,2354.155348
9/1/02,8042.228934,3606.218967,282.3903242,540.9298572,614.1824819,2099.982562,574.2207323,108.695492,111.4453024,600.039651,418.7576113,470.5500947,388.0268495,250.7050052,414.4800055,255.0747317,298.4555387,182.8477358,181.5282155,249.9170486,8042.228931,8042.228931,2099.982562,250.7050052,2350.687567,2350.687567
10/1/02,8044.564,3605.349048,281.7696994,542.2362759,615.0031522,2097.54649,574.5411935,109.2553897,111.5788087,600.8434973,419.3620392,470.1302211,388.6134038,250.3006089,413.8433095,255.6045125,299.3221311,183.0512093,180.9752488,250.5870094,8044.564,8044.564,2097.54649,250.3006089,2347.847099,2347.847099
11/1/02,8046.678371,3606.130128,281.8900733,542.8993483,615.4993638,2095.837169,575.7558321,109.7477062,111.7619199,602.3704162,419.0351441,469.2876069,389.209564,249.7250534,412.4390139,255.4869062,299.4093314,183.0697447,180.596241,252.658313,8046.678373,8046.678373,2095.837169,249.7250534,2345.562222,2345.562222
12/1/02,8046.915565,3606.933381,282.3279717,543.0533257,615.6533577,2093.926319,577.5034895,110.1222755,111.9244775,604.1451294,418.1889209,468.3097334,389.6202702,249.0343131,410.5890296,255.0179315,298.9273425,182.9698181,180.280327,255.3222131,8046.915566,8046.915566,2093.926319,249.0343131,2342.960632,2342.960632
1/1/03,8043.596,3605.672973,282.4559249,542.9449591,615.4799062,2090.669786,579.2521752,110.3501277,111.9739567,605.5044588,417.4604392,467.5749586,389.6553222,248.3000896,408.8156993,254.6704266,298.262087,182.8806029,179.8646644,257.4813153,8043.596,8043.596,2090.669786,248.3000896,2338.969876,2338.969876
2/1/03,8035.94695,3600.973492,281.8195402,542.7787312,615.0618316,2085.460989,580.4993456,110.414886,111.8631184,606.002214,417.3350529,467.3563982,389.1918611,247.5758415,407.5594598,254.7973637,297.7431611,182.9006608,179.2462434,258.3411305,8035.94695,8035.94695,2085.460989,247.5758415,2333.03683,2333.03683
3/1/03,8026.823103,3594.301207,280.6567326,542.5900517,614.7541575,2079.84363,580.860246,110.3505467,111.7258664,606.060156,417.6912543,467.5061986,388.376394,246.8420557,406.9331236,255.272251,297.4748562,183.0061061,178.5613842,258.3187915,8026.823103,8026.823103,2079.84363,246.8420557,2326.685686,2326.685686
4/1/03,8019.986,3587.832807,279.3784936,542.372062,614.9799578,2075.898983,579.9795689,110.2036996,111.7413902,606.3170335,418.2558201,467.7712636,387.4227698,246.0609762,406.967597,255.8487302,297.5051378,183.1424416,178.0062392,258.1343363,8019.986,8019.986,2075.898983,246.0609762,2321.959959,2321.959959
5/1/03,8018.244717,3583.390355,278.3350116,542.1361048,615.9864409,2075.144427,577.7554023,110.0194102,112.028968,607.2534628,418.7956783,467.9330369,386.5350348,245.225791,407.6029722,256.3181758,297.8565129,183.2616831,177.7075991,258.3493916,8018.244717,8018.244717,2075.144427,245.225791,2320.370218,2320.370218
6/1/03,8020.598468,3581.377413,277.6332605,541.9663277,617.3173543,2076.84176,575.0994164,109.8366479,112.4682329,608.717531,419.238361,467.9111207,385.8780266,244.4534637,408.4160854,256.6228911,298.4496559,183.3418999,177.5148063,258.8919384,8020.598468,8020.598468,2076.84176,244.4534637,2321.295224,2321.295224
7/1/03,8025.094,3581.842915,277.319411,541.9650798,618.3405798,2079.688889,573.1766769,109.6928578,112.8789066,610.3991927,419.5515513,467.659657,385.6067805,243.891902,408.8929586,256.7429119,299.1797832,183.3676746,177.2078411,259.531546,8025.094,8025.094,2079.688889,243.891902,2323.580791,2323.580791
8/1/03,8029.879256,3584.514162,277.4004074,542.2384417,618.6195897,2082.416528,572.8356303,109.6231546,113.1150179,612.0209577,419.727678,467.1562208,385.7756493,243.642519,408.6746448,256.7121983,299.9134443,183.3266565,176.6712607,260.0092503,8029.879256,8029.879256,2082.416528,243.642519,2326.059047,2326.059047
9/1/03,8033.506952,3587.831921,277.7262895,542.9074209,618.5002164,2083.886633,573.6582462,109.6533314,113.1678231,613.4355563,419.8581517,466.472119,386.0362556,243.6207499,408.0223214,256.7804076,300.402522,183.2187621,176.2079303,259.9519532,8033.506952,8033.506952,2083.886633,243.6207499,2327.507383,2327.507383
10/1/03,8034.631,3589.915324,278.1078709,544.0967566,618.5238828,2082.993971,574.9098746,109.8068504,113.0628853,614.528274,420.0591287,465.7020913,385.9395397,243.6955354,407.3521967,257.2511214,300.3702323,183.0469742,176.2252917,258.9580228,8034.631,8034.631,2082.993971,243.6955354,2326.689506,2326.689506
11/1/03,8032.683483,3589.59568,278.4069175,545.8032161,619.0783454,2079.314035,575.9867684,110.084743,112.8441443,615.2318436,420.4365191,464.9576594,385.2025308,243.7557046,406.9840238,258.302253,299.6800018,182.8260553,176.9525462,256.8355152,8032.683483,8032.683483,2079.314035,243.7557046,2323.069739,2323.069739
12/1/03,8030.209169,3588.553005,278.6890041,547.5116782,619.9366969,2075.145217,576.8087907,110.3983151,112.6290465,615.6687873,421.0552493,464.4174717,384.2066154,243.76964,406.8517341,259.6090413,298.7560993,182.6178845,177.9059318,254.2312369,8030.209169,8030.209169,2075.145217,243.76964,2318.914857,2318.914857
1/1/04,8030.531,3589.179492,279.0706576,548.5790498,620.7183638,2073.466636,577.4267072,110.6364418,112.5534149,616.009075,421.9699998,464.2769585,383.499269,243.7256126,406.7928036,260.7210572,298.1630043,182.4961204,178.4234459,252.0016825,8030.531,8030.531,2073.466636,243.7256126,2317.192249,2317.192249
2/1/04,8035.926925,3593.125383,279.6266431,548.618693,621.1423301,2076.256785,577.9014677,110.7217947,112.7042242,616.423897,423.1713688,464.6349061,383.4539448,243.6145345,406.692606,261.3022694,298.308519,182.5284923,178.047316,250.7765624,8035.926925,8035.926925,2076.256785,243.6145345,2319.87132,2319.87132
3/1/04,8044.494927,3599.073119,280.2646779,548.2697907,621.3258084,2081.491659,578.3347589,110.712233,112.9730559,617.0893264,424.3936263,465.2035256,383.7480063,243.4378828,406.6281062,261.4742397,298.9737365,182.7590132,177.1366915,250.2784515,8044.494927,8044.494927,2081.491659,243.4378828,2324.929542,2324.929542
4/1/04,8053.288,3604.963189,280.8507175,548.4279812,621.4855689,2086.146626,578.8384516,110.6994129,113.2026431,618.1826572,425.30696,465.5983842,383.8847944,243.1997761,406.7241665,261.4729283,299.7830727,183.2257667,176.2549518,250.0031409,8053.288,8053.288,2086.146626,243.1997761,2329.346402,2329.346402
5/1/04,8060.00367,3609.188573,281.2710458,549.7100028,621.795963,2087.961269,579.4930813,110.7531743,113.2850888,619.7727518,425.6951461,465.5336089,383.522298,242.9152074,407.0601183,261.5073636,300.4139728,183.9080768,175.84244,249.5634741,8060.00367,8060.00367,2087.961269,242.9152074,2330.876476,2330.876476
6/1/04,8064.917603,3611.952213,281.49326,551.616995,622.261668,2087.732024,580.2538416,110.8560922,113.309975,621.4947465,425.7963133,465.117565,382.9370973,242.6426684,407.5331679,261.6788482,300.7559987,184.5502275,175.8473522,249.0405042,8064.917603,8064.917603,2087.732024,242.6426684,2330.374692,2330.374692
7/1/04,8068.95,3613.909543,281.5052859,553.3711974,622.8449429,2087.019543,581.0445906,110.9689255,113.4162534,622.8753462,425.9621787,464.5571774,382.5604201,242.4515255,407.9949903,262.0617529,300.7517417,184.837743,176.0948482,248.6323369,8068.95,8068.95,2087.019543,242.4515255,2329.471069,2329.471069
8/1/04,8072.715063,3615.577742,281.3384589,554.3573498,623.3974899,2087.080758,581.7458538,111.0553213,113.6894529,623.5370695,426.4241457,464.0712841,382.6948168,242.4297247,408.3261985,262.6828859,300.4153414,184.5685128,176.4513225,248.449567,8072.715063,8072.715063,2087.080758,242.4297247,2329.510482,2329.510482
9/1/04,8075.602995,3616.920976,281.1977542,554.6101925,623.3287852,2087.957725,582.0648252,111.0904798,114.0014109,623.4856901,426.9323628,463.9263753,383.1281269,242.7395296,408.5231571,263.3788041,300.047131,183.9898871,176.9481098,248.252746,8075.602995,8075.602995,2087.957725,242.7395296,2330.697255,2330.697255
10/1/04,8076.698,3617.765161,281.3315566,554.326966,621.9377481,2089.388783,581.6653662,111.0524898,114.1705419,622.8227952,427.1166648,464.4008543,383.5195123,243.5617835,408.6111685,263.9385016,300.0189925,183.4615812,177.6577797,247.714915,8076.698,8076.698,2089.388783,243.5617835,2332.950567,2332.950567
11/1/04,8075.751487,3618.165288,281.9077923,553.7248831,618.9076412,2091.175391,580.4127675,110.9444547,114.0780797,621.7093268,426.7359226,465.6194972,383.6125549,244.9632212,408.6307668,264.2204691,300.584733,183.2725706,178.6037678,246.6480803,8075.751487,8075.751487,2091.175391,244.9632212,2336.138612,2336.138612
12/1/04,8075.183678,3619.092662,282.7725518,553.1010463,615.4590992,2093.371489,578.9780381,110.8695376,113.8565358,620.5436454,426.0651509,467.0925718,383.4885167,246.5541438,408.6834114,264.3611832,301.5258618,183.4288707,179.6129726,245.4201107,8075.183678,8075.183678,2093.371489,246.5541438,2339.925633,2339.925633
1/1/05,8078.082,3621.74767,283.6914669,552.7725304,613.1970997,2096.09414,578.2336164,110.9559163,113.7012408,619.7834661,425.5084002,468.1767189,383.3130797,247.8307442,408.8857934,264.5666169,302.5058138,183.8657566,180.4631585,244.5378408,8078.082,8078.082,2096.09414,247.8307442,2343.924884,2343.924884
2/1/05,8086.599435,3626.99424,284.4747858,553.0132955,613.233395,2099.413947,578.8114245,111.2807871,113.7534464,619.7736231,425.3682769,468.4171329,383.2327012,248.432052,409.3014815,264.9929645,303.2630357,184.4898384,181.0023967,244.345977,8086.599435,8086.599435,2099.413947,248.432052,2347.845999,2347.845999
3/1/05,8099.151184,3634.350485,285.1112223,553.9248429,614.7068355,2103.215681,580.3813192,111.7174193,113.9380873,620.4074266,425.54161,468.1132235,383.3169403,248.5684449,409.7815549,265.5973055,303.8360217,185.093065,181.359986,244.5407141,8099.151184,8099.151184,2103.215681,248.5684449,2351.784126,2351.784126
4/1/05,8113.218,3642.998062,285.634107,555.565559,616.2630459,2107.337654,582.3726413,112.0881007,114.1260194,621.4653057,425.8237843,467.7529538,383.6161312,248.5931376,410.1239707,266.2869406,304.3382782,185.43872,181.7355317,244.6561187,8113.218,8113.218,2107.337654,248.5931376,2355.930792,2355.930792
5/1/05,8126.443254,3652.038713,286.0719418,557.8311545,616.8562983,2111.625106,584.2599592,112.2505521,114.2123446,622.7094017,426.0454334,467.712637,384.1296091,248.7657073,410.1821361,266.9683217,304.8242605,185.375706,182.2709944,244.3515762,8126.443254,8126.443254,2111.625106,248.7657073,2360.390813,2360.390813
6/1/05,8137.120773,3660.254525,286.4339155,559.9666372,616.6754531,2115.950991,585.6987535,112.2042275,114.1891505,623.8287044,426.1781864,467.9219848,384.6527126,248.9711813,410.0312589,267.5445057,305.1122208,185.0954017,182.8777546,243.7877458,8137.120773,8137.120773,2115.950991,248.9711813,2364.922172,2364.922172
7/1/05,8143.707,3666.347668,286.7243887,561.0543392,616.2180178,2120.195193,586.3897326,111.9840142,114.0727708,624.4939156,426.2289213,468.199059,384.9297809,249.0009495,409.8019972,267.9177011,304.9613605,184.8748051,183.4095479,243.2506054,8143.707,8143.707,2120.195193,249.0009495,2369.196143,2369.196143
8/1/05,8145.617141,3669.582563,286.9488387,560.5211359,615.8765089,2124.297504,586.1741649,111.6409193,113.8980655,624.4823442,426.217801,468.4024154,384.7984793,248.7124651,409.6478705,268.028508,304.289724,184.9360623,183.7628886,242.9813982,8145.617141,8145.617141,2124.297504,248.7124651,2373.009969,2373.009969
9/1/05,8146.101463,3671.472628,287.1172108,559.1720769,615.6234795,2128.437351,585.4555592,111.2904297,113.7739985,623.9977266,426.2181286,468.5525877,384.4697767,248.2274347,409.813844,267.9710946,303.650728,185.2819129,184.0054066,243.0424293,8146.101463,8146.101463,2128.437351,248.2274347,2376.664786,2376.664786
10/1/05,8149.369,3674.093529,287.2405672,558.1567552,615.3264918,2132.85407,584.777984,111.0641523,113.8280598,623.3504065,426.3164921,468.7106038,384.2479679,247.733628,410.5677445,267.8780209,303.7566321,185.8602445,184.2475107,243.4512689,8149.369,8149.369,2132.85407,247.733628,2380.587698,2380.587698
11/1/05,8158.339998,3678.997768,287.3281655,558.3335393,614.9049694,2137.695452,584.5835438,111.0570666,114.1366015,622.8213919,426.5561827,468.9087874,384.3539305,247.3742658,412.039066,267.8552891,305.0571831,186.5864934,184.5657034,244.182126,8158.339998,8158.339998,2137.695452,247.3742658,2385.069718,2385.069718
12/1/05,8170.779559,3685.645189,287.3820449,559.3958995,614.4857826,2142.743115,584.9064859,111.217643,114.5714244,622.5743495,426.8073041,469.0646449,384.6748731,247.1143725,413.8039716,267.9026702,306.9520752,187.2462896,184.9008624,245.0357639,8170.779559,8170.779559,2142.743115,247.1143725,2389.857488,2389.857488
1/1/06,8183.164,3692.972471,287.40244,560.7460813,614.247663,2147.687132,585.679093,111.4577247,114.9531913,622.7436104,426.8966631,469.0669782,385.0145872,246.8744233,415.3002915,267.9933772,308.5784897,187.5928112,185.1599589,245.7695842,8183.164,8183.164,2147.687132,246.8744233,2394.561555,2394.561555
2/1/06,8192.757017,3700.06168,287.3889251,561.8935166,614.3186019,2152.281449,586.7858155,111.7119742,115.144522,623.3861197,426.7175282,468.8544292,385.2362013,246.5949454,416.0985277,268.1067992,309.2943722,187.4651345,185.2773427,246.2006749,8192.757017,8192.757017,2152.281449,246.5949454,2398.876394,2398.876394
3/1/06,8199.971821,3706.576421,287.3384342,562.7763812,614.6236279,2156.535501,587.9197727,112.0063319,115.1758631,624.2492782,426.4290135,468.5649997,385.4401923,246.2966741,416.2998691,268.2470286,309.3407258,187.0459274,185.2968771,246.3848682,8199.971821,8199.971821,2156.535501,246.2966741,2402.832175,2402.832175
4/1/06,8206.009,3712.325685,287.2472409,563.4400373,615.0370293,2160.522598,588.7262515,112.3895576,115.1196181,625.0031003,426.2566951,468.3865312,385.7863739,246.020397,416.1381761,268.4243338,309.1793179,186.6037556,185.2898036,246.4376828,8206.009,8206.009,2160.522598,246.020397,2406.542995,2406.542995
5/1/06,8211.975638,3717.222993,287.1321416,563.95392,615.4591603,2164.246052,589.0076535,112.8832258,115.0438617,625.4167428,426.3828218,468.4679597,386.3529391,245.8198693,415.8402438,268.6453611,309.2035034,186.352734,185.3181367,246.4492598,8211.975638,8211.975638,2164.246052,245.8198693,2410.065922,2410.065922
6/1/06,8218.604788,3721.599983,287.0920224,564.4837571,615.894639,2167.429192,589.1948399,113.4001706,114.9993541,625.6559311,426.816335,468.8025985,386.8915963,245.8007183,415.6046051,268.9022688,309.5329872,186.2891746,185.4069823,246.4082315,8218.604788,8218.604788,2167.429192,245.8007183,2413.229911,2413.229911
7/1/06,8226.536,3725.892821,287.2462921,565.2193495,616.3741498,2169.725351,589.875787,113.8260408,115.0325266,625.9855325,427.5228495,469.3448551,387.072433,246.0815393,415.6227277,269.1835934,310.2190617,186.3549385,185.5722192,246.2778527,8226.536,8226.536,2169.725351,246.0815393,2415.80689,2415.80689
8/1/06,8236.340988,3730.616535,287.6391933,566.2837222,616.9497197,2171.159107,591.4457852,114.0887268,115.1729263,626.662634,428.4548465,470.0372411,386.6811639,246.6763616,416.0737616,269.4535495,311.2107933,186.4851011,185.8013458,246.0661139,8236.340988,8236.340988,2171.159107,246.6763616,2417.835468,2417.835468
9/1/06,8248.320138,3736.601588,288.0143048,567.5327963,617.7587472,2173.24002,593.5293817,114.2850848,115.3825625,627.9131995,429.5122741,470.7746838,385.9660121,247.1809511,417.0875872,269.5790653,312.0483437,186.5875951,185.9683397,245.9599478,8248.320138,8248.320138,2173.24002,247.1809511,2420.420971,2420.420971
10/1/06,8262.706,3744.757305,288.0400389,568.7557169,618.9599735,2177.848898,595.5584382,114.5542129,115.6065598,629.9554127,430.5819472,471.4402142,385.2908281,247.0865082,418.7817676,269.4027475,312.1696487,186.5635675,185.9187982,246.1910224,8262.706,8262.706,2177.848898,247.0865082,2424.935406,2424.935406
11/1/06,8279.273965,3755.396899,287.5236571,569.7753937,620.5947293,2186.053062,597.0691646,114.9756216,115.8044895,632.8173147,431.5626995,471.9484655,384.9508622,246.1014643,421.1563087,268.8513325,311.2493208,186.348885,185.5747461,246.9163774,8279.273965,8279.273965,2186.053062,246.1014643,2432.154527,2432.154527
12/1/06,8295.970772,3766.449143,286.8278159,570.5497944,622.2347034,2195.665896,598.0151649,115.3904727,115.9937082,635.7663783,432.4014408,472.340479,384.9669651,244.8031763,423.7409891,268.1880761,309.9086796,186.0182941,185.1639182,247.9945376,8295.970772,8295.970772,2195.665896,244.8031763,2440.469073,2440.469073
1/1/07,8310.286,3775.246702,286.4540203,571.0706514,623.334174,2203.687299,598.4543915,115.5803408,116.2060189,637.879934,433.0571002,472.688898,385.2913872,243.9862325,425.9480301,267.7603637,309.0057215,185.6812609,184.990477,249.2093994,8310.286,8310.286,2203.687299,243.9862325,2447.673532,2447.673532
2/1/07,8320.334967,3779.979947,286.7455927,571.3597215,623.5174542,2207.982479,598.4910074,115.4011462,116.4596949,638.5168948,433.5074635,473.032609,385.8323659,244.2008971,427.3261464,267.7957326,309.122027,185.4210676,185.2612565,250.3612855,8320.334967,8320.334967,2207.982479,244.2008971,2452.183376,2452.183376
3/1/07,8326.735959,3782.270081,287.4131241,571.5588593,623.0889958,2209.877888,598.4140175,115.0061915,116.7188906,638.1625031,433.8057447,473.275471,386.3220856,245.0201377,427.9700242,268.0423264,309.7335131,185.2162597,185.793777,251.3162248,8326.735959,8326.735959,2209.877888,245.0201377,2454.898026,2454.898026
4/1/07,8330.733,3784.596018,288.0090226,571.8399443,622.5232854,2211.565288,598.558637,114.6231252,116.9342307,637.5835838,434.0240149,473.2875862,386.4487175,245.7725979,428.1108432,268.1284402,310.039681,185.0191987,186.3082305,251.9566725,8330.733,8330.733,2211.565288,245.7725979,2457.337886,2457.337886
5/1/07,8333.625203,3788.882071,288.2118427,572.3478757,622.1866625,2214.718876,599.1720076,114.4314684,117.0764508,637.3983196,434.2252048,472.9960791,386.0443962,245.9679044,427.9590834,267.8031317,309.4745764,184.8022339,186.5898485,252.2190696,8333.625203,8333.625203,2214.718876,245.9679044,2460.68678,2460.68678
6/1/07,8336.932023,3794.834163,288.2047244,573.1196331,622.0128774,2218.942594,600.1489762,114.4182342,117.1967298,637.6303247,434.4356837,472.5561633,385.5171101,245.839616,427.6424277,267.2985083,308.410424,184.6176657,186.6840202,252.2557994,8336.932023,8336.932023,2218.942594,245.839616,2464.78221,2464.78221
