"","month","week_avg","sat_avg","sun_avg","num_wkdayholminor","num_satholmajor","num_sun","weekdays","saturdays","sundays","dum_911_base","supersandy","summer_of_hell","end_close","mon","dummy_1","dummy_2","dummy_3","dummy_4","dummy_5","dummy_6","dummy_7","dummy_8","dummy_9","dummy_10","dummy_11","dummy_12","week","sat","sun"
"131",2030-07-01,316085.10567844,153223.68043399,110911.443162263,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,6953872.32492569,612894.721735961,554557.215811317
"132",2030-08-01,310242.521205341,152016.128932058,109451.225857574,22,5,4,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,6825335.46651751,608064.515728234,547256.129287868
"133",2030-09-01,320835.959184446,153206.19408968,114210.465045878,20,5,5,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6416719.18368891,766030.970448398,571052.325229391
"134",2030-10-01,318985.440763836,156897.084267724,111497.50275901,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7017679.69680438,627588.337070896,557487.513795048
"135",2030-11-01,313085.841488549,151381.235865185,107708.00943406,19,7,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,5635545.14679388,605524.943460739,861664.075472481
"136",2030-12-01,303489.225773254,151511.010512151,109828.35083053,21,5,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6373273.74123834,757555.052560754,549141.754152649
"137",2031-01-01,302267.574968317,136856.968124535,93734.6816711001,21,6,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6347619.07433465,547427.872498141,562408.090026601
"138",2031-02-01,307631.667126183,143681.999584659,99150.3599172095,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5845001.67539748,574727.998338636,495751.799586047
"139",2031-03-01,310463.56965307,157348.109264673,101958.50207825,21,5,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6519734.96271446,786740.546323365,509792.510391251
"140",2031-04-01,316102.160562961,159477.429162257,108079.013817293,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,6954247.53238515,637909.716649029,432316.055269171
"141",2031-05-01,319071.41744241,151460.797616662,112675.757173283,21,6,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7019571.18373302,605843.190466648,563378.785866417
"142",2031-06-01,322592.945781675,158573.010309494,118170.721042946,21,4,5,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6451858.9156335,792865.05154747,590853.605214732
"143",2031-07-01,318779.164137272,154737.292433298,111799.609656343,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7013141.61101999,618949.169733192,558998.048281716
"144",2031-08-01,312953.935466201,153499.007588006,110321.358452717,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,6884986.58025642,613996.030352023,551606.792263587
"145",2031-09-01,323563.746054778,154681.65993753,115076.247908209,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6471274.92109557,773408.299687649,575381.239541047
"146",2031-10-01,321731.673550184,158371.490853034,112362.664060797,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7078096.81810404,633485.963412136,561813.320303987
"147",2031-11-01,315854.657111403,152847.542043802,108568.417529732,18,7,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,5685383.82800525,611390.168175209,868547.340237855
"148",2031-12-01,306282.852923562,152963.069302253,110680.398756545,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6431939.91139481,764815.346511264,553401.993782727
"149",2032-01-01,305085.341070888,138293.098948633,94577.3832879359,20,7,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6406792.16248866,553172.395794532,567464.299727616
"150",2032-02-01,310470.527646217,145104.057167039,99984.8035513109,19,5,5,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6209410.55292435,580416.228668155,499924.017756555
"151",2032-03-01,313320.226079501,158757.759279152,102785.665123873,23,4,4,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6579724.74766952,793788.796395759,513928.325619367
"152",2032-04-01,318973.589714986,160875.216897659,108899.216242345,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7017418.97372969,643500.867590637,435596.864969378
"153",2032-05-01,321954.836485279,152846.3094236,113488.75625405,20,6,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7083006.40267614,611385.237694402,567443.781270251
"154",2032-06-01,325485.673501434,159945.517995715,118976.089486329,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6509713.47002869,799727.589978574,594880.447431647
"155",2032-07-01,321678.585653662,156095.914536488,112596.830232503,21,6,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7076928.88438056,624383.658145953,562984.151162513
"156",2032-08-01,315857.525858353,154842.810859941,111109.88354456,22,4,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,6948865.56888377,619371.243439766,555549.4177228
"157",2032-09-01,326469.16274376,156010.065918568,115855.738083653,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6529383.2548752,780050.32959284,579278.690418263
"158",2032-10-01,324636.780076142,159684.377588224,113133.047758371,21,5,5,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7142009.16167512,638737.510352898,565665.238791854
"159",2032-11-01,318757.624451465,154145.116328843,109329.816094278,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,5737637.24012637,616580.465315372,874638.528754225
"160",2032-12-01,309182.567035148,154245.356595167,111432.827126479,21,6,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6492833.90773811,771226.782975836,557164.135632394
"161",2033-01-01,307981.504815398,139559.815847689,95320.6751670574,20,6,5,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6467611.60112336,558239.263390756,571924.051002345
"162",2033-02-01,313363.532362154,146354.758475778,100718.697704523,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5953907.11488093,585419.033903111,503593.488522616
"163",2033-03-01,316210.638480749,159992.426730427,103510.150832268,23,4,4,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6640423.40809573,799962.133652135,517550.754161341
"164",2033-04-01,321862.023766828,162094.406392637,109614.619701004,21,5,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7080964.52287022,648377.625570549,438458.478804016
"165",2033-05-01,324841.736078254,154050.75315591,114195.507104024,21,5,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7146518.1937216,616203.012623641,570977.535520122
"166",2033-06-01,328370.4416323,161134.533585946,119673.78731686,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6567408.83264601,805672.667929732,598368.9365843
"167",2033-07-01,324559.367856486,157267.007446296,113284.011283142,20,6,5,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7140306.09284269,629068.029785183,566420.056415712
"168",2033-08-01,318731.659698584,155992.265029784,111784.367283194,23,4,4,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,7012096.51336885,623969.060119137,558921.836415971
"169",2033-09-01,329334.98079225,157135.306782601,116516.013790809,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6586699.61584499,785676.533913006,582580.068954046
"170",2033-10-01,327494.059857557,160784.56277003,113778.62113927,21,5,5,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7204869.31686625,643138.251080119,568893.105696349
"171",2033-11-01,321607.287065177,155220.788275688,109961.005449441,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,5788931.16717318,620883.153102754,879688.043595527
"172",2033-12-01,312025.469669983,155297.0521292,112049.947455683,21,6,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6552534.86306965,776485.260645998,560249.737278417
"173",2034-01-01,310818.139067633,140587.718800193,95923.8343399482,20,6,5,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6527180.9204203,562350.875200774,575543.006039689
"174",2034-02-01,316194.016208838,147358.708965728,101307.801905135,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6007686.30796793,589434.835862912,506539.009525675
"175",2034-03-01,319034.684627323,160971.958568643,104084.926507267,23,4,4,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6699728.37717378,804859.792843215,520424.632536334
"176",2034-04-01,324678.931771893,163048.7565923,110174.619140323,20,5,5,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7142936.49898165,652195.0263692,440698.476561293
"177",2034-05-01,327650.52911002,154979.201875461,114740.307914637,22,5,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7208311.64042045,619916.807501846,573701.539573187
"178",2034-06-01,331170.414100177,162037.764596578,120203.790726204,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6623408.28200354,810188.822982892,601018.953631021
"179",2034-07-01,327350.221713193,158147.447784898,113800.641442748,20,6,5,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7201704.87769024,632589.791139594,569003.20721374
"180",2034-08-01,321513.446738922,156853.485894526,112289.719722535,23,4,4,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,7073295.82825629,627413.943578104,561448.598612676
"181",2034-09-01,332107.868364922,157979.624795619,117011.447871573,20,6,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6642157.36729843,789898.123978093,585057.239357865
"182",2034-10-01,330258.273163938,161612.440815019,114264.408475179,22,4,5,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7265682.00960663,646449.763260076,571322.042375895
"183",2034-11-01,324363.146566673,156031.255932232,110436.576611275,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,5838536.63820011,624125.023728928,883492.612890203
"184",2034-12-01,314773.543140606,156089.389555739,112514.880050417,20,6,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6610244.40595272,780446.947778695,562574.400252084
"185",2035-01-01,313559.279304252,141361.877226347,96378.0997497979,21,6,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6584744.86538929,565447.508905387,578268.598498787
"186",2035-02-01,318928.944098169,148115.063012978,101751.619952783,19,5,4,19,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6059649.93786521,592460.252051913,508758.099763914
"187",2035-03-01,321762.321110994,161710.314315281,104518.183402148,22,5,4,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6757008.74333087,808551.571576406,522590.917010741
"188",2035-04-01,327395.980307647,163768.10366215,110596.722007734,21,4,5,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7202711.56676822,655072.4146486,442386.888030936
"189",2035-05-01,330353.329380411,155678.287606193,115150.521709724,22,5,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7267773.24636904,622713.150424771,575752.608548621
"190",2035-06-01,333862.35472711,162717.390596978,120602.585821867,21,5,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6677247.0945422,813586.952984888,603012.929109334
"191",2035-07-01,330043.59411807,158811.044335145,114190.030679743,21,5,5,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7260959.07059753,635244.177340581,570950.153398713
"192",2035-08-01,324222.613377985,157507.554011143,112673.517807045,23,4,4,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,7132897.49431567,630030.21604457,563367.589035223
"193",2035-09-01,334821.93763944,158635.505303134,117396.309441884,19,6,5,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6696438.75278881,793177.526515671,586981.547209421
"194",2035-10-01,332934.267504109,162286.756526901,114660.08756731,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7324553.8850904,649147.026107604,573300.437836551
"195",2035-11-01,326939.761978194,156741.962641732,110853.609435265,20,6,4,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,5884915.7156075,626967.850566928,886828.875482118
"196",2035-12-01,317226.184664932,156839.979419372,112955.315755194,20,6,5,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6661749.87796358,784199.897096859,564776.578775971
"197",2036-01-01,315913.819505042,142137.429580764,96833.1830973886,21,6,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6634190.20960587,568549.718323057,580999.098584331
"198",2036-02-01,321248.307753261,148887.568987249,102204.915726824,20,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6424966.15506521,595550.275948998,511024.57863412
"199",2036-03-01,324092.822162954,162459.974816083,104958.073769727,21,5,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6805949.26542203,812299.874080417,524790.368848636
"200",2036-04-01,329753.905798512,164488.653638103,111019.530723735,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7254585.92756727,657954.614552411,444078.12289494
"201",2036-05-01,332729.517536677,156374.538855679,115559.072270593,21,6,4,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7320049.3858069,625498.155422715,577795.361352964
"202",2036-06-01,336240.50623955,163395.401955589,121000.433468159,21,4,5,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6724810.124791,816977.009777943,605002.167340793
"203",2036-07-01,332404.84977238,159475.664135558,114580.020345719,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7312906.69499237,637902.65654223,572900.101728595
"204",2036-08-01,326552.691439063,158163.67726874,113058.521819732,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,7184159.21165939,632654.70907496,565292.609098657
"205",2036-09-01,337139.683994271,159293.101936586,117782.178011054,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6742793.67988542,796465.50968293,588910.890055271
"206",2036-10-01,335298.793348936,162962.128311821,115056.386348429,23,4,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7376573.45367659,651848.513247285,575281.931742147
"207",2036-11-01,329432.635342038,157453.562701688,111271.166464891,18,7,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,5929787.43615669,629814.250806752,890169.331719131
"208",2036-12-01,319880.197866691,157591.68920407,113396.408614095,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6717484.15520051,787958.446020348,566982.043070473
"209",2037-01-01,318695.18158569,142914.378357057,97289.0858459362,20,7,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6692598.81329949,571657.513428227,583734.515075617
"210",2037-02-01,324074.812032668,149661.535057449,102659.068264872,19,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6481496.24065336,598646.140229797,513295.341324362
"211",2037-03-01,326906.517981622,163210.990971128,105398.759616383,22,4,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6865036.87761407,816054.954855641,526993.798081915
"212",2037-04-01,332539.266831626,165210.40849185,111443.046445288,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7315863.87029576,660841.633967399,445772.185781151
"213",2037-05-01,335504.473115254,157071.894774612,115968.271036147,20,6,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7381098.40853559,628287.579098447,579841.355180735
"214",2037-06-01,339020.568452408,164074.466603673,121398.899170081,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6780411.36904815,820372.333018363,606994.495850405
"215",2037-07-01,335194.14463584,160141.308635908,114970.611291385,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7374271.18198848,640565.234543634,574853.056456923
"216",2037-08-01,329346.376593491,158820.8020299,113444.113500796,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,7245620.28505681,635283.208119598,567220.567503979
"217",2037-09-01,339933.61767288,159951.701639355,118168.635167365,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6798672.3534576,799758.508196776,590843.175836826
"218",2037-10-01,338091.951165645,163638.557793526,115453.305771328,22,5,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7438022.92564419,654554.231174104,577266.528856641
"219",2037-11-01,332226.438322068,158166.340673651,111689.41467692,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,5980075.88979723,632665.362694603,893515.317415359
"220",2037-12-01,322675.823205934,158344.712715559,113838.272349626,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6776192.28732461,791723.563577797,569191.361748131
"221",2038-01-01,321492.889772623,143692.726106825,97745.8094926852,20,7,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6751350.68522508,574770.904427301,586474.856956111
"222",2038-02-01,326874.146303776,150436.88803901,103114.03462324,19,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6537482.92607551,601747.552156038,515570.173116201
"223",2038-03-01,329707.100325719,163963.313894052,105840.212256277,22,4,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6923849.10684009,819816.56947026,529201.061281384
"224",2038-04-01,335340.997445277,165933.370311065,111867.27039741,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7377501.94379609,663733.481244261,447469.08158964
"225",2038-05-01,338307.468309594,157770.377341559,116378.130903104,20,6,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7442764.30281106,631081.509366237,581890.654515522
"226",2038-06-01,341824.913491978,164754.599908829,121797.991945128,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6836498.26983957,823772.999544146,608989.959725639
"227",2038-07-01,337999.832251196,160807.979459945,115361.804469531,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7435996.30952631,643231.917839779,576809.022347654
"228",2038-08-01,332153.337270556,159478.924989138,113830.290910625,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,7307373.41995223,637915.69995655,569151.454553127
"229",2038-09-01,342741.842930634,160611.30301966,118555.680094138,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6854836.85861268,803056.515098298,592778.400470692
"230",2038-10-01,340901.524451268,164316.046711744,115850.846856855,22,5,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7499833.53792789,657264.186846975,579254.234284276
"231",2038-11-01,335037.501995543,158880.298355339,112108.355126227,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,6030675.03591977,635521.193421357,896866.841009816
"232",2038-12-01,325488.447387123,159099.050533751,114280.907302072,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6835257.39512958,795495.252668753,571404.536510359
"233",2039-01-01,324307.039931659,144472.47532368,98203.3555008514,20,7,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6810447.83856483,577889.901294722,589220.133005109
"234",2039-02-01,329689.709764247,151213.636630571,103569.819906169,19,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6593794.19528494,604854.546522285,517849.099530844
"235",2039-03-01,332523.993791892,164716.955415007,106282.438631177,22,4,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,6983003.86962972,823584.777075034,531412.193155885
"236",2039-04-01,338159.193808176,166657.54100945,112292.203703035,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7439502.26377987,666630.1640378,449168.814812141
"237",2039-05-01,341126.98453126,158469.963418135,116788.638294182,20,6,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7504793.65968772,633879.853672541,583943.19147091
"238",2039-06-01,344645.761991048,165435.766554575,122197.691070077,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6892915.23982096,827178.832772875,610988.455350386
"239",2039-07-01,340822.008787159,161475.678173422,115753.600798921,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7498084.1933175,645902.712693686,578768.003994607
"240",2039-08-01,334976.825487159,160138.141135617,114217.109787542,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,7369490.1607175,640552.564542467,571085.548937708
"241",2039-09-01,345566.631015028,161272.045777677,118943.394765498,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6911332.62030055,806360.228888386,594716.973827488
"242",2039-10-01,343727.609525963,164994.596690221,116249.010557802,22,5,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7562007.40957119,659978.386760883,581245.05278901
"243",2039-11-01,337864.91374411,159595.088439004,112527.78401745,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,6081568.44739399,638380.353756016,900222.2721396
"244",2039-12-01,328317.343314223,159854.18943881,114724.012321163,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6894664.20959869,799270.947194048,573620.061605814
"245",2040-01-01,327137.728988742,145253.628501233,98661.7253336509,20,7,4,21,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6869892.30876358,581014.514004931,591970.352001905
"246",2040-02-01,332522.478942978,151993.086556177,104027.190294387,19,5,4,20,4,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6650449.57885956,607972.346224707,520135.951471937
"247",2040-03-01,335358.415557985,165473.842225038,106726.569296624,22,4,5,21,5,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,7042526.72671769,827369.21112519,533632.846483118
"248",2040-04-01,340993.952694822,167382.922732669,112717.84762121,22,4,4,22,4,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,7501866.95928609,669531.690930678,450871.390484839
"249",2040-05-01,343960.609081456,159165.791217765,117196.940380558,20,6,5,22,4,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,7567133.39979202,636663.164871061,585984.701902788
"250",2040-06-01,347479.552981265,166110.786508452,122593.783401628,22,4,4,20,5,5,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,6949591.0596253,830553.932542261,612968.91700814
"251",2040-07-01,343660.771321121,162144.406400085,116146.001232348,22,5,4,22,4,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7560536.96906466,648577.625600341,580730.00616174
"252",2040-08-01,337826.096610921,160816.603199826,114615.221901618,21,5,5,22,4,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,7432174.12544027,643266.412799304,573076.109508088
"253",2040-09-01,348421.58942006,161960.734022527,119347.507460311,21,5,4,20,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6968431.7884012,809803.670112634,596737.537301555
"254",2040-10-01,346570.303467123,165674.209294712,116647.797792932,22,5,4,22,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,7624546.6762767,662696.83717885,583238.98896466
"255",2040-11-01,340450.297167485,160037.767627199,112787.542015379,19,6,5,18,4,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,6128105.34901474,640151.070508798,902300.336123033
"256",2040-12-01,330634.297905241,160039.250305752,114832.603467017,22,5,4,21,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,6943320.25601006,800196.251528762,574163.017335086
